Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
136413810.0,136413810.0,5001700000.0,7621000000.0,21933300000.0,30758400000.0,16256100000.0,21933300000.0,96300000.0,23233700000.0,28815800000.0,24901800000.0,1668100000.0,23233700000.0,21868600000.0,,,1365100000.0,1365100000.0,24585500000.0,8731300000.0,,1891400000.0,562100000.0,5636400000.0,54300000.0,5582100000.0,490700000.0,15854200000.0,337900000.0,1984600000.0,42000000.0,1942600000.0,,31700000.0,4736600000.0,,,106100000.0,4630500000.0,49487300000.0,17377000000.0,88700000.0,,197700000.0,312500000.0,312500000.0,2811900000.0,2811900000.0,1300400000.0,466300000.0,834100000.0,1658600000.0,,1658600000.0,67200000.0,1591400000.0,,,,,32110300000.0,6604900000.0,2256700000.0,,,1566400000.0,,6429000000.0,,4286800000.0,10966500000.0,8443500000.0,2523000000.0,,,2024-03-31
138413810.0,138413810.0,5935700000.0,7273400000.0,20484700000.0,28945700000.0,15561700000.0,20484700000.0,128000000.0,21800300000.0,26302400000.0,23305400000.0,1505100000.0,21800300000.0,20436200000.0,,,1364100000.0,1364100000.0,26240500000.0,8854200000.0,,3468900000.0,522600000.0,4593100000.0,91000000.0,4502100000.0,77700000.0,17386300000.0,719900000.0,2680300000.0,37000000.0,2643300000.0,,19800000.0,5624600000.0,,,168700000.0,5455900000.0,49545900000.0,16597900000.0,180700000.0,,125700000.0,806400000.0,806400000.0,2672700000.0,2672700000.0,1315600000.0,481400000.0,834200000.0,1189900000.0,,1189900000.0,142600000.0,1047300000.0,,,,,32948000000.0,6879200000.0,2514000000.0,,,1880500000.0,,6252000000.0,,4682400000.0,10739900000.0,9530200000.0,1209700000.0,,,2023-09-30
149983056.0,149983056.0,4262100000.0,7635500000.0,23061500000.0,31096200000.0,18330800000.0,23061500000.0,99400000.0,23560100000.0,26429200000.0,23619800000.0,59700000.0,23560100000.0,30900000.0,9747400000.0,9530800000.0,1499800000.0,1499800000.0,27441900000.0,7043800000.0,500000.0,3548500000.0,487400000.0,2927400000.0,58300000.0,2869100000.0,80000000.0,20398100000.0,81000000.0,4708100000.0,41100000.0,4667000000.0,38500000.0,38500000.0,6613100000.0,753100000.0,9400000.0,0.0,5850600000.0,51061700000.0,12332900000.0,-100000.0,80100000.0,58800000.0,83000000.0,83000000.0,2575500000.0,2575500000.0,498600000.0,498600000.0,,263900000.0,-432900000.0,696800000.0,65500000.0,198300000.0,400000000.0,227600000.0,3700000.0,0.0,38728900000.0,6325700000.0,2774500000.0,598000000.0,3581100000.0,864100000.0,864100000.0,7056300000.0,2782900000.0,3258200000.0,17813800000.0,14539800000.0,3274000000.0,2899200000.0,374800000.0,2023-03-31
