Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
1579210400.0,1579210400.0,40945600000.0,45991400000.0,-11825100000.0,34166500000.0,-13921900000.0,-11825100000.0,-11824900000.0,19455600000.0,5627700000.0,17452600000.0,-11824900000.0,-13404100000.0,,,,1579200000.0,1579200000.0,72464500000.0,32526800000.0,,,12700000.0,31280500000.0,31280500000.0,1200000.0,39937700000.0,1396000000.0,14710900000.0,14710900000.0,,92800000.0,128300000.0,,9900000.0,118400000.0,78092200000.0,52076400000.0,54200000.0,,1697600000.0,13072500000.0,13072500000.0,713600000.0,,1165500000.0,200000.0,200000.0,,35208800000.0,,35208800000.0,,35208800000.0,,,,,26015800000.0,706700000.0,,,111300000.0,,205200000.0,749600000.0,490800000.0,,,23752200000.0,18706400000.0,5045800000.0,,,2024-03-31
1579210400.0,1579210400.0,49201200000.0,58058800000.0,-9704100000.0,48355100000.0,-10454400000.0,-9704100000.0,-9703700000.0,20418600000.0,8785000000.0,18488700000.0,-9703700000.0,-11282900000.0,,,,1579200000.0,1579200000.0,73062500000.0,31357300000.0,,,1300000.0,30122300000.0,30122300000.0,1200000.0,41705200000.0,1105400000.0,27936500000.0,27936500000.0,,93100000.0,839100000.0,,651400000.0,187700000.0,81847500000.0,50596700000.0,2600000.0,,2043500000.0,10818400000.0,10818400000.0,,,1165500000.0,400000.0,400000.0,,36322800000.0,,36322800000.0,7600000.0,36315200000.0,,,,,31250800000.0,289600000.0,,,86200000.0,,205200000.0,635400000.0,2236200000.0,,,27798200000.0,18940600000.0,8857600000.0,,,2023-09-30
1579210400.0,1579210400.0,55765000000.0,58637000000.0,-11532800000.0,47123800000.0,-14501800000.0,-11532800000.0,-11513200000.0,19222700000.0,4530100000.0,16043300000.0,-11513200000.0,-13092400000.0,166100000.0,-51727200000.0,38464300000.0,1579200000.0,1579200000.0,72363600000.0,31976900000.0,500000.0,1232400000.0,8100000.0,30735900000.0,30735900000.0,500000.0,40386700000.0,840500000.0,27901100000.0,27901100000.0,32700000.0,134000000.0,7998700000.0,7528700000.0,190900000.0,279100000.0,76893700000.0,51008800000.0,-200000.0,61800000.0,1284100000.0,713600000.0,713600000.0,0.0,0.0,1165500000.0,19600000.0,19600000.0,0.0,37426900000.0,-17612300000.0,55039200000.0,,143700000.0,16919300000.0,37774600000.0,201600000.0,0.0,25884900000.0,156800000.0,2168800000.0,1078000000.0,90600000.0,90600000.0,3722700000.0,733800000.0,480300000.0,0.0,480300000.0,17610700000.0,14738700000.0,2872000000.0,1644500000.0,1227500000.0,2023-03-31
