Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
39450000.0,39450000.0,,3095192000.0,3095308000.0,2781007000.0,3095192000.0,3095308000.0,3095308000.0,3106923000.0,11615000.0,3095308000.0,2898058000.0,,,197250000.0,197250000.0,396275000.0,4815000.0,,,0.0,,,4815000.0,391460000.0,58765000.0,,,,361000.0,242559000.0,,,17492000.0,225067000.0,3503198000.0,330732000.0,1000.0,11635000.0,39922000.0,39922000.0,21125000.0,116000.0,,257933000.0,,,,,3172467000.0,142141000.0,,,1124424000.0,,,21388000.0,0.0,763824000.0,1120690000.0,619348000.0,501342000.0,,2024-03-31
39450000.0,39450000.0,0.0,2765534000.0,2765670000.0,2414609000.0,2765534000.0,2765670000.0,2765670000.0,2765670000.0,0.0,2765670000.0,2568420000.0,,,197250000.0,197250000.0,466669000.0,4430000.0,-1000.0,,,0.0,0.0,4431000.0,462239000.0,68117000.0,0.0,0.0,,435000.0,266663000.0,,,4257000.0,262406000.0,3232339000.0,355491000.0,64000.0,17537000.0,73862000.0,73862000.0,21396000.0,136000.0,,215790000.0,,,,,2876848000.0,109506000.0,,,875147000.0,,,,,938038000.0,954157000.0,339037000.0,615120000.0,,2023-09-30
39450000.0,39450000.0,0.0,2500648000.0,2500805000.0,2059796000.0,2500648000.0,2500805000.0,2500805000.0,2509849000.0,9044000.0,2500805000.0,4043000.0,1818387000.0,479369000.0,197250000.0,197250000.0,450541000.0,4537000.0,1000.0,4536000.0,0.0,0.0,0.0,4536000.0,446004000.0,1000.0,0.0,0.0,435000.0,,444343000.0,162008000.0,291000.0,0.0,282044000.0,2960390000.0,454590000.0,-1000.0,7268000.0,137374000.0,137374000.0,21656000.0,157000.0,157000.0,198600000.0,-151595000.0,350195000.0,-1000.0,350196000.0,2505800000.0,-1000.0,116651000.0,61229000.0,693873000.0,672979000.0,20894000.0,71000.0,-527000.0,1030991000.0,603513000.0,390307000.0,213206000.0,213206000.0,2023-03-31
