Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
50050000.0,50050000.0,3023881000.0,3069348000.0,1645791000.0,4959688000.0,-467579000.0,1645791000.0,7061000.0,1897401000.0,2924300000.0,1897401000.0,1897401000.0,1847351000.0,,,50050000.0,50050000.0,3762521000.0,1030542000.0,1030542000.0,3643000.0,1026899000.0,2731979000.0,205343000.0,2038806000.0,3418000.0,2035388000.0,36899000.0,450931000.0,,,450931000.0,5659922000.0,3395522000.0,71773000.0,,267878000.0,439806000.0,439806000.0,,36612000.0,251610000.0,121263000.0,130347000.0,2327843000.0,,2327843000.0,164484000.0,2163359000.0,,,,,2264400000.0,256962000.0,22174000.0,,,1104558000.0,,,,,3490000.0,,619243000.0,,,257973000.0,219567000.0,38406000.0,,2024-03-31
50050000.0,50050000.0,2804817000.0,2886768000.0,1746396000.0,4874434000.0,-337595000.0,1746396000.0,8903000.0,1996569000.0,2946413000.0,1996569000.0,1996569000.0,1946519000.0,,,50050000.0,50050000.0,3618221000.0,956285000.0,956285000.0,6441000.0,949844000.0,2661936000.0,213695000.0,1930483000.0,2462000.0,1928021000.0,15881000.0,501877000.0,,,501877000.0,5614790000.0,3290449000.0,153080000.0,,266248000.0,362704000.0,362704000.0,,,250173000.0,119826000.0,130347000.0,2258244000.0,,2258244000.0,39049000.0,2219195000.0,,,,,2324341000.0,171797000.0,,,,1127770000.0,,,,,4069000.0,,737211000.0,,,283494000.0,210446000.0,73048000.0,,2023-09-30
50050000.0,50050000.0,2670330000.0,2713420000.0,1585720000.0,4551160000.0,-592200000.0,1585720000.0,2720000.0,1840460000.0,2603060000.0,1840460000.0,1840460000.0,,-317660000.0,1900000.0,50050000.0,50050000.0,3489010000.0,763830000.0,763830000.0,1230000.0,762600000.0,2725180000.0,,1949590000.0,1490000.0,1948100000.0,27490000.0,644620000.0,197610000.0,650000.0,446360000.0,5329470000.0,3196490000.0,15480000.0,107230000.0,277770000.0,291590000.0,,291590000.0,,254740000.0,124390000.0,130350000.0,2237670000.0,-1677920000.0,3915590000.0,215230000.0,2380000.0,1931630000.0,1313900000.0,452450000.0,0.0,2132980000.0,56590000.0,,178630000.0,75990000.0,1093720000.0,37550000.0,381310000.0,115060000.0,559800000.0,13160000.0,360000.0,674160000.0,-68970000.0,743130000.0,40370000.0,,40370000.0,40370000.0,2023-03-31
