Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.172908,249213000.0,0.0,0.0,204004000.0,2841000.0,288581000.0,249213000.0,246372000.0,204004000.0,204004000.0,277768000.0,,,,,204004000.0,204004000.0,0.0,204004000.0,204004000.0,0.0,204004000.0,42648000.0,246652000.0,280000.0,0.0,0.0,246372000.0,-10813000.0,38403000.0,2841000.0,2841000.0,235559000.0,288581000.0,524140000.0,524140000.0,2024-03-31
0.0,0.235541,362731000.0,0.0,0.0,275872000.0,2735000.0,287774000.0,362731000.0,359996000.0,275872000.0,275872000.0,202352000.0,90449836.0,90449836.0,3.05,3.05,275872000.0,275872000.0,0.0,275872000.0,275872000.0,0.0,275872000.0,85000000.0,360872000.0,876000.0,0.0,0.0,359996000.0,-85422000.0,22203000.0,2735000.0,2735000.0,274574000.0,287774000.0,562348000.0,562348000.0,2023-12-31
-4210313.584156,0.210516,280032000.0,-20000000.0,-20000000.0,187512000.0,2890000.0,294100000.0,260032000.0,257142000.0,203301686.415844,187512000.0,262623000.0,90585507.0,90585507.0,2.07,2.07,187512000.0,187512000.0,0.0,187512000.0,187512000.0,0.0,187512000.0,50000000.0,237512000.0,370000.0,-20000000.0,20000000.0,257142000.0,-31477000.0,23871000.0,2890000.0,2890000.0,225665000.0,294100000.0,519765000.0,519765000.0,2023-09-30
-3404939.20481,0.170247,336551000.0,-20000000.0,-20000000.0,243691000.0,2860000.0,259434000.0,316551000.0,313691000.0,260286060.79519,243691000.0,204865000.0,90255926.0,90255926.0,2.7,2.7,243691000.0,243691000.0,0.0,243691000.0,243691000.0,0.0,243691000.0,50000000.0,293691000.0,,-20000000.0,20000000.0,313691000.0,-54569000.0,15937000.0,2860000.0,2860000.0,259122000.0,259434000.0,518556000.0,518556000.0,2023-06-30
5857519.866727,0.217517,215867000.0,26929000.0,26929000.0,248943000.0,3499000.0,200009000.0,242796000.0,239297000.0,227871519.866727,248943000.0,353532000.0,,,,,248943000.0,248943000.0,0.0,248943000.0,248943000.0,0.0,248943000.0,69202000.0,318145000.0,322000.0,26929000.0,-25700000.0,293659000.0,153523000.0,-9842000.0,3499000.0,1924000.0,447182000.0,200009000.0,647191000.0,647191000.0,2023-03-31
,,,,,,,,,,,,,90547783.0,90547783.0,2.03,2.03,,,,,,,,,,243000.0,,,,,,,,,,,,2022-12-31
0.0,0.203776,321879000.0,,,253978000.0,2901000.0,270781000.0,321879000.0,318978000.0,253978000.0,253978000.0,247292000.0,92692701.0,92692701.0,2.74,2.74,253978000.0,253978000.0,0.0,253978000.0,253978000.0,0.0,253978000.0,65000000.0,318978000.0,,,,318978000.0,-23489000.0,25751000.0,2901000.0,2901000.0,295489000.0,270781000.0,566270000.0,566270000.0,2024-06-30 00:00:00
