Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
212185502.0,212185502.0,3155651000.0,3208768000.0,16188753000.0,19363746000.0,-2086279000.0,16188753000.0,34852000.0,16189830000.0,17259717000.0,16189830000.0,16189830000.0,15977634000.0,,,212196000.0,212196000.0,8068592000.0,3941386000.0,,,2803278000.0,1090937000.0,21050000.0,1069887000.0,47171000.0,4127206000.0,338785000.0,,2117831000.0,13802000.0,2104029000.0,,64248000.0,1129612000.0,,,0.0,1129612000.0,24258422000.0,22217495000.0,345707000.0,,5112696000.0,,5112696000.0,60725000.0,1077000.0,,16682509000.0,,16682509000.0,774871000.0,15907638000.0,,,,,2040927000.0,488017000.0,33875000.0,,,1314485000.0,,,,,860000.0,125295000.0,,,78395000.0,60130000.0,18265000.0,,2024-03-31
212185502.0,212185502.0,3244465000.0,3303930000.0,15961159000.0,19224130000.0,-1451970000.0,15961159000.0,42055000.0,15962255000.0,17430931000.0,15962255000.0,15962255000.0,15750059000.0,,,212196000.0,212196000.0,7695904000.0,4316764000.0,,,2768328000.0,1496146000.0,27470000.0,1468676000.0,52290000.0,3379140000.0,245006000.0,,1807784000.0,14585000.0,1793199000.0,,71631000.0,822785000.0,,,17446000.0,805339000.0,23658159000.0,21730989000.0,319419000.0,,4873836000.0,,4873836000.0,61162000.0,1096000.0,,16470661000.0,,16470661000.0,1687032000.0,14783629000.0,,,,,1927170000.0,497596000.0,0.0,,,1179964000.0,,,,,4161000.0,210512000.0,,,34937000.0,17527000.0,17410000.0,,2023-09-30
212185502.0,212185502.0,2663644000.0,2740832000.0,15153410000.0,17846830000.0,-632258000.0,15153410000.0,48793000.0,15154791000.0,16622491000.0,15154791000.0,15154791000.0,1500000.0,9290838000.0,469749000.0,212196000.0,212196000.0,6887234000.0,4167600000.0,1000.0,54207000.0,2611212000.0,1502180000.0,34480000.0,1467700000.0,54207000.0,2719634000.0,-1000.0,16077000.0,1238652000.0,14313000.0,1224339000.0,65766000.0,,1201100000.0,436681000.0,4633000.0,16077000.0,759786000.0,22042025000.0,19954649000.0,1000.0,358712000.0,3896631000.0,17000.0,3896614000.0,61162000.0,1381000.0,1381000.0,15599249000.0,-5417932000.0,21017181000.0,711503000.0,80000000.0,10232644000.0,1114872000.0,8878162000.0,0.0,2087376000.0,504714000.0,2060000.0,15266000.0,475268000.0,1354100000.0,14204000.0,46163000.0,88897000.0,1204836000.0,32646000.0,179641000.0,-5703000.0,185344000.0,28395000.0,17671000.0,28395000.0,28395000.0,2023-03-31
