Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Cash Equivalents
1099810083.0,1099810083.0,13343300000.0,15572500000.0,35317900000.0,50518100000.0,-7782700000.0,35317900000.0,857600000.0,35803200000.0,44631900000.0,35803200000.0,0.0,35803200000.0,34703400000.0,,1099800000.0,1099800000.0,30115400000.0,12010300000.0,,,2244900000.0,9601500000.0,772800000.0,8828700000.0,68400000.0,18105100000.0,430100000.0,,5971000000.0,84800000.0,5886200000.0,,153800000.0,3422600000.0,,,,3422600000.0,65918600000.0,55596200000.0,1200000000.0,,475200000.0,475200000.0,6927600000.0,,485300000.0,230400000.0,254900000.0,46278700000.0,,46278700000.0,14979800000.0,31298900000.0,,,,,10322400000.0,472400000.0,,,991700000.0,,,4300000.0,4099200000.0,,,4754800000.0,3383200000.0,1371600000.0,,2024-03-31,
1099810083.0,1099810083.0,12816800000.0,13564200000.0,31892900000.0,45398400000.0,-13533800000.0,31892900000.0,523100000.0,32357300000.0,34454600000.0,32357300000.0,0.0,32357300000.0,31257500000.0,,1099800000.0,1099800000.0,27068700000.0,4639100000.0,,,1932900000.0,2556000000.0,458700000.0,2097300000.0,70200000.0,22429600000.0,604200000.0,,11008200000.0,64400000.0,10943800000.0,,127300000.0,3528200000.0,,,106000000.0,3422200000.0,59426000000.0,50530200000.0,1584500000.0,,333600000.0,333600000.0,6835700000.0,,464400000.0,209500000.0,254900000.0,41123400000.0,,41123400000.0,16405700000.0,24717700000.0,,,,,8895800000.0,425900000.0,,,846400000.0,,,2600000.0,3734300000.0,,,3886600000.0,3662300000.0,224300000.0,,2023-09-30,
1099810083.0,1099810083.0,13598500000.0,14220900000.0,29068000000.0,43128500000.0,-13353300000.0,29068000000.0,502000000.0,29409600000.0,32093200000.0,29409600000.0,0.0,29409600000.0,28309800000.0,26778900000.0,1099800000.0,1099800000.0,27043400000.0,5109700000.0,57000000.0,168600000.0,1757600000.0,3126500000.0,442900000.0,2683600000.0,57000000.0,21933700000.0,170900000.0,0.0,11094400000.0,59100000.0,11035300000.0,114200000.0,114200000.0,5476700000.0,1243700000.0,600000.0,0.0,4232400000.0,56453000000.0,47872600000.0,1168800000.0,1351900000.0,125000000.0,125000000.0,6697600000.0,6697600000.0,341600000.0,86700000.0,254900000.0,39193500000.0,-5251000000.0,44444500000.0,16160400000.0,23033100000.0,24623600000.0,1922400000.0,1738100000.0,0.0,8580400000.0,715500000.0,3196600000.0,715500000.0,909600000.0,78700000.0,830900000.0,539100000.0,2697800000.0,-41700000.0,2739500000.0,521800000.0,401400000.0,120400000.0,120400000.0,2023-03-31,
