Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
170250.0,41182956.0,41353206.0,87703000.0,632713000.0,5428731000.0,6372609000.0,465601000.0,5428731000.0,566000.0,5740462000.0,5757715000.0,5740462000.0,5740462000.0,5346930000.0,,,393532000.0,393532000.0,4365534000.0,1121320000.0,,940291000.0,103303000.0,17819000.0,566000.0,17253000.0,58490000.0,3244214000.0,382645000.0,,614894000.0,614894000.0,79147000.0,1682420000.0,,,13105000.0,1669315000.0,10105996000.0,6396181000.0,390595000.0,,381861000.0,557016000.0,,557016000.0,311731000.0,1764000.0,309967000.0,4740575000.0,,4740575000.0,84188000.0,4656387000.0,,,,,3709815000.0,237127000.0,32823000.0,127000.0,,1987128000.0,,,,35866000.0,,795514000.0,,,621230000.0,76786000.0,544444000.0,,,2024-03-31
209700.0,39118506.0,39328206.0,,23482000.0,5363519000.0,5596500000.0,1918756000.0,5363519000.0,589000.0,5573607000.0,5573607000.0,5573607000.0,5573607000.0,5180325000.0,,,393282000.0,393282000.0,1638354000.0,73920000.0,-2000.0,,53069000.0,589000.0,589000.0,0.0,20264000.0,1564434000.0,79478000.0,,22893000.0,22893000.0,7556000.0,1309220000.0,,,24324000.0,1284896000.0,7211961000.0,3728772000.0,289533000.0,,,552002000.0,,552002000.0,210088000.0,,,2677149000.0,,2677149000.0,65141000.0,2612008000.0,,,,,3483190000.0,306239000.0,,24836000.0,,1843086000.0,,,,39303000.0,0.0,723356000.0,,,546370000.0,6717000.0,539653000.0,,,2023-09-30
209700.0,39118506.0,39328206.0,97800000.0,437300000.0,4362200000.0,5008900000.0,1319400000.0,4362200000.0,600000.0,4572200000.0,4572200000.0,4572200000.0,4572200000.0,4178900000.0,2070400000.0,1542700000.0,393300000.0,393300000.0,2047300000.0,63800000.0,,,43900000.0,600000.0,600000.0,0.0,19300000.0,1983500000.0,48500000.0,19000000.0,436700000.0,436700000.0,4500000.0,1333900000.0,155100000.0,100000.0,19000000.0,1178700000.0,6619500000.0,3316700000.0,100000.0,50300000.0,,400700000.0,11300000.0,389400000.0,210000000.0,1200000.0,208800000.0,2652600000.0,-1221700000.0,3874300000.0,55900000.0,140400000.0,1785200000.0,967800000.0,925000000.0,0.0,3302900000.0,15200000.0,,7500000.0,488800000.0,1707500000.0,21900000.0,1070000000.0,615600000.0,37700000.0,48500000.0,657500000.0,-8500000.0,666000000.0,340200000.0,1300000.0,338900000.0,337300000.0,1600000.0,2023-03-31
