Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Trading Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
25040532.0,25040532.0,102902000.0,207567000.0,6199489000.0,6718343000.0,806477000.0,6199489000.0,37814000.0,6548590000.0,6598735000.0,6556238000.0,7648000.0,6548590000.0,6298631000.0,,,249959000.0,249959000.0,881059000.0,458085000.0,23000.0,,,370135000.0,79760000.0,29615000.0,50145000.0,6873000.0,422974000.0,184450000.0,127807000.0,8199000.0,119608000.0,,422000.0,86224000.0,,,86224000.0,7437297000.0,6207846000.0,33136000.0,,0.0,1447263000.0,,1447263000.0,,2100260000.0,1304000.0,349101000.0,82000.0,349019000.0,2276782000.0,,2276782000.0,95154000.0,2181628000.0,,,,,1229451000.0,76083000.0,,0.0,,8386000.0,753000.0,224160000.0,,,920069000.0,853218000.0,66851000.0,,2024-03-31
25040532.0,25040532.0,120407000.0,172935000.0,6127601000.0,6628076000.0,914000000.0,6127601000.0,14596000.0,6469737000.0,6532160000.0,6471808000.0,2071000.0,6469737000.0,6219778000.0,,,249959000.0,249959000.0,860123000.0,466090000.0,39000.0,,,385229000.0,74841000.0,12418000.0,62423000.0,4687000.0,394033000.0,162352000.0,98094000.0,2178000.0,95916000.0,,4623000.0,98515000.0,,,98515000.0,7331931000.0,6023898000.0,36221000.0,,,1352804000.0,,1352804000.0,,2030777000.0,1321000.0,342136000.0,96000.0,342040000.0,2260639000.0,,2260639000.0,81430000.0,2179209000.0,,,,,1308033000.0,87484000.0,,,,9599000.0,36696000.0,198692000.0,,,975562000.0,937630000.0,37932000.0,,2023-09-30
25040532.0,25040532.0,116965000.0,211660000.0,6042509000.0,6579802000.0,669682000.0,6042509000.0,14959000.0,6383101000.0,6457803000.0,6384546000.0,1445000.0,6383101000.0,6133142000.0,4086372000.0,578232000.0,249959000.0,249959000.0,870909000.0,476023000.0,28000.0,4848000.0,1294000.0,382350000.0,87503000.0,12801000.0,74702000.0,4848000.0,394886000.0,3730000.0,124157000.0,2158000.0,121999000.0,1067000.0,1067000.0,246398000.0,27828000.0,129829000.0,88741000.0,7255455000.0,6190887000.0,2254000.0,30064000.0,0.0,843739000.0,10875000.0,832728000.0,136000.0,2263822000.0,1371000.0,340592000.0,109000.0,340483000.0,2245005000.0,-176338000.0,2421343000.0,102559000.0,19054000.0,166676000.0,207996000.0,1925058000.0,0.0,1064568000.0,79553000.0,10172000.0,0.0,0.0,81735000.0,41934000.0,180784000.0,-59467000.0,240251000.0,749943000.0,670207000.0,79736000.0,79736000.0,2023-03-31
