Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
24329.0,28357771.0,28382100.0,3436431000.0,4468520000.0,2057054000.0,9882307000.0,941039000.0,2057054000.0,323068000.0,5736855000.0,8807923000.0,7184168000.0,1447313000.0,5736855000.0,5595066000.0,,,141789000.0,141789000.0,7435789000.0,4349278000.0,124316000.0,3354746000.0,283678000.0,3071068000.0,870216000.0,3086511000.0,98658000.0,,1113774000.0,39390000.0,1074384000.0,249394000.0,1051931000.0,,,102033000.0,949898000.0,14619957000.0,10592407000.0,209371000.0,,561333000.0,2140255000.0,2140255000.0,0.0,0.0,3679801000.0,3679801000.0,3348975000.0,,3348975000.0,312283000.0,3036692000.0,,,,,4027550000.0,115250000.0,,,,0.0,,2519366000.0,,,1392934000.0,683913000.0,709021000.0,,,2024-03-31
,28287170.0,28287170.0,3076687000.0,4016639000.0,1610748000.0,9025850000.0,581348000.0,1610748000.0,317336000.0,5326547000.0,8054205000.0,6719349000.0,1392802000.0,5326547000.0,5185111000.0,,,141436000.0,141436000.0,7007689000.0,4013957000.0,255792000.0,3008809000.0,281151000.0,2727658000.0,749356000.0,2993732000.0,89805000.0,,1007830000.0,36185000.0,971645000.0,249498000.0,948157000.0,,,129413000.0,818744000.0,13727038000.0,10151958000.0,213284000.0,,468101000.0,2130727000.0,2130727000.0,0.0,0.0,3715799000.0,3715799000.0,3000184000.0,,3000184000.0,500267000.0,2499917000.0,,,,,3575080000.0,116308000.0,,,,1106000.0,,2102746000.0,,,1354920000.0,732304000.0,622616000.0,,,2023-09-30
,28287170.0,28287170.0,3002305000.0,3553636000.0,1500114000.0,8374748000.0,868516000.0,1500114000.0,36319000.0,4857431000.0,7471191000.0,6168063000.0,1310632000.0,4857431000.0,4748000.0,2468373000.0,1875203000.0,141436000.0,141436000.0,6416019000.0,3630536000.0,200409000.0,2625892000.0,12132000.0,2613760000.0,804235000.0,2785483000.0,95633000.0,61334000.0,927744000.0,24187000.0,903557000.0,129862000.0,1666543000.0,742173000.0,0.0,61334000.0,924370000.0,12584082000.0,8930083000.0,367030000.0,526313000.0,404404000.0,10556000.0,10556000.0,0.0,0.0,3357317000.0,3357317000.0,2231264000.0,-1213579000.0,3444843000.0,312668000.0,1918596000.0,2869397000.0,258667000.0,4111000.0,0.0,3653999000.0,92578000.0,0.0,19015000.0,121034000.0,1106000.0,637873000.0,2164392000.0,-356808000.0,2521200000.0,710579000.0,195567000.0,515012000.0,310700000.0,204312000.0,2023-03-31
