Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
11787262.0,11787262.0,1965209000.0,1971979000.0,2075116000.0,4327845000.0,318011000.0,2075116000.0,2355866000.0,3047658000.0,2659501000.0,303635000.0,2355866000.0,2237993000.0,,,117873000.0,117873000.0,3087939000.0,911779000.0,20000.0,,,187843000.0,691792000.0,691792000.0,32124000.0,2176160000.0,74566000.0,1280187000.0,1280187000.0,,9275000.0,796659000.0,,,789000.0,795870000.0,5747440000.0,3253268000.0,12128000.0,,42786000.0,29590000.0,29590000.0,280750000.0,19423000.0,261327000.0,2887964000.0,,2887964000.0,108373000.0,2779591000.0,,,,,2494171000.0,375117000.0,,,849024000.0,,,,,613000.0,17484000.0,1224345000.0,,,27588000.0,20818000.0,6770000.0,,2024-03-31
11787262.0,11787262.0,1535376000.0,1540925000.0,2096478000.0,3918573000.0,519771000.0,2096478000.0,2377648000.0,3133072000.0,2771782000.0,394134000.0,2377648000.0,2259775000.0,,,117873000.0,117873000.0,2586205000.0,948824000.0,20000.0,,,158773000.0,755424000.0,755424000.0,34607000.0,1637381000.0,94645000.0,785501000.0,785501000.0,,12912000.0,735699000.0,,,,735699000.0,5357987000.0,3200834000.0,27765000.0,,22995000.0,40942000.0,40942000.0,281170000.0,19843000.0,261327000.0,2827962000.0,,2827962000.0,613192000.0,2214770000.0,,,,,2157152000.0,284879000.0,,,835439000.0,,,,,7046000.0,54524000.0,893428000.0,,,81836000.0,76287000.0,5549000.0,,2023-09-30
11787262.0,11787262.0,1789663000.0,1796800000.0,1904159000.0,3982667000.0,251235000.0,1904159000.0,2185867000.0,2745402000.0,2600517000.0,414650000.0,2185867000.0,2067994000.0,1847282000.0,4850000.0,117873000.0,117873000.0,2866516000.0,757673000.0,-1000.0,28062000.0,20000.0,170057000.0,559535000.0,559535000.0,170057000.0,2108843000.0,38686000.0,1237265000.0,1237265000.0,9319000.0,9319000.0,823501000.0,8420000.0,311000.0,,814770000.0,5467033000.0,3106956000.0,23000.0,16834000.0,15319000.0,12548000.0,12548000.0,281708000.0,20381000.0,261327000.0,2780524000.0,-1022647000.0,3803171000.0,310455000.0,369465000.0,2593336000.0,468959000.0,60956000.0,0.0,2360078000.0,5000.0,81010000.0,335718000.0,862342000.0,6601000.0,309793000.0,162485000.0,383463000.0,2631000.0,58906000.0,1070709000.0,-4294000.0,1075003000.0,7663000.0,526000.0,7137000.0,7137000.0,2023-03-31
