Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
14957789.0,14957789.0,3026312000.0,3608206000.0,5061300000.0,8563532000.0,994809000.0,5061300000.0,154855000.0,5110181000.0,6800368000.0,5110181000.0,5110181000.0,4960603000.0,,,149578000.0,149578000.0,6089510000.0,1815806000.0,,,,34326000.0,1772019000.0,81832000.0,1690187000.0,9011000.0,4273704000.0,194160000.0,,1836187000.0,73023000.0,1763164000.0,,1411000.0,2199346000.0,,,25789000.0,2173557000.0,11199691000.0,5931178000.0,,,39928000.0,,39928000.0,3744000.0,48881000.0,48881000.0,5838625000.0,,5838625000.0,0.0,5838625000.0,,,,,5268513000.0,315472000.0,,,1277635000.0,,,,2705000.0,14247000.0,2659366000.0,,,999088000.0,572049000.0,427039000.0,,,2024-03-31
14957789.0,14957789.0,1832505000.0,2068813000.0,4401882000.0,6342928000.0,1320219000.0,4401882000.0,176648000.0,4450763000.0,5308093000.0,4450763000.0,4450763000.0,4301185000.0,,,149578000.0,149578000.0,3132124000.0,1007745000.0,-1000.0,,,29450000.0,971037000.0,113707000.0,857330000.0,6809000.0,2124379000.0,152191000.0,,1097776000.0,62941000.0,1034835000.0,,986000.0,851536000.0,,,11752000.0,839784000.0,7582887000.0,4138289000.0,,,22839000.0,,22839000.0,3744000.0,48881000.0,48881000.0,4062825000.0,,4062825000.0,15450000.0,4047375000.0,,,,,3444598000.0,329643000.0,,,816798000.0,,,,2640000.0,16330000.0,1804712000.0,,,474475000.0,414815000.0,59660000.0,,,2023-09-30
14957789.0,14957789.0,1081697000.0,1579953000.0,3988217000.0,5411883000.0,1381638000.0,3988217000.0,205168000.0,4037098000.0,4724571000.0,4037098000.0,4037098000.0,76000.0,2808428000.0,968219000.0,149578000.0,149578000.0,3458725000.0,874279000.0,-1000.0,6809000.0,950000.0,31337000.0,835184000.0,147711000.0,687473000.0,6809000.0,2584446000.0,110097000.0,33974000.0,744769000.0,57457000.0,687312000.0,986000.0,986000.0,1703585000.0,65975000.0,596000.0,33974000.0,1637014000.0,7495823000.0,3529738000.0,1000.0,47032000.0,9000.0,8000.0,1000.0,3744000.0,48881000.0,48881000.0,3430072000.0,-610262000.0,4040334000.0,69483000.0,71103000.0,3768946000.0,42440000.0,88362000.0,0.0,3966084000.0,1000.0,596000.0,102573000.0,1161014000.0,980318000.0,9068000.0,171628000.0,126028000.0,49054000.0,1935510000.0,-21124000.0,1956634000.0,591308000.0,298220000.0,293088000.0,191675000.0,101413000.0,2023-03-31
