Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
178599180.0,178599180.0,1613400000.0,2017300000.0,6175200000.0,7870000000.0,-642600000.0,6175200000.0,331600000.0,6184300000.0,7188400000.0,6184300000.0,6184300000.0,6005700000.0,,,178600000.0,178600000.0,2717400000.0,1427900000.0,13800000.0,,,1335700000.0,331600000.0,1004100000.0,58200000.0,1289500000.0,77900000.0,681600000.0,,681600000.0,,41400000.0,298100000.0,,,0.0,298100000.0,8901700000.0,8254800000.0,90400000.0,,204900000.0,2378800000.0,2378800000.0,1061000000.0,,,9100000.0,9100000.0,4407100000.0,,4407100000.0,538400000.0,3868700000.0,,,,,646900000.0,138400000.0,,,97900000.0,,,,,140800000.0,,,269800000.0,197500000.0,72300000.0,,,2024-03-31
178599180.0,178599180.0,1668800000.0,2096000000.0,5490100000.0,7264300000.0,-228000000.0,5490100000.0,329300000.0,5497600000.0,6798100000.0,5497600000.0,5497600000.0,5319000000.0,,,178600000.0,178600000.0,2767300000.0,1707700000.0,4100000.0,,,1629800000.0,329300000.0,1300500000.0,55700000.0,1059600000.0,124100000.0,466200000.0,,466200000.0,,41900000.0,285800000.0,,,0.0,285800000.0,8264900000.0,7433300000.0,113800000.0,,258600000.0,2081500000.0,2081500000.0,962400000.0,,,7500000.0,,3899800000.0,,3899800000.0,92800000.0,3807000000.0,,,,,831600000.0,74400000.0,,,99500000.0,,,,,187500000.0,,,470200000.0,372300000.0,97900000.0,,,2023-09-30
178599180.0,178599180.0,1680504000.0,2146907000.0,5383857000.0,7210351000.0,-17799000.0,5383857000.0,326706000.0,5390150000.0,6918615000.0,5390150000.0,5390150000.0,5211600000.0,1111964000.0,1073569000.0,178599000.0,178599000.0,2889458000.0,1930581000.0,4700000.0,53720000.0,4743000.0,1855171000.0,326706000.0,1528465000.0,53700000.0,958877000.0,93500000.0,291736000.0,0.0,291736000.0,103025000.0,39560000.0,460285000.0,110221000.0,1820000.0,11749000.0,336495000.0,8279608000.0,7338530000.0,30195000.0,90729000.0,290259000.0,1920100000.0,1920100000.0,1041326000.0,700896000.0,340430000.0,6293000.0,6293000.0,3830704000.0,-1880966000.0,5711670000.0,35847000.0,3794800000.0,2546917000.0,2223862000.0,905044000.0,0.0,941078000.0,151700000.0,7994000.0,109077000.0,92337000.0,46437000.0,45900000.0,138767000.0,10136000.0,184990000.0,-24519000.0,209509000.0,397777000.0,258080000.0,139697000.0,38000000.0,101697000.0,2023-03-31
178599180.0,178599180.0,1730200000.0,2125000000.0,6419500000.0,8218800000.0,-980900000.0,6419500000.0,333900000.0,6427700000.0,7524300000.0,6427700000.0,6427700000.0,6249100000.0,,,178600000.0,178600000.0,3143400000.0,1525800000.0,13100000.0,,,1430500000.0,333900000.0,1096600000.0,61400000.0,1617600000.0,136800000.0,694500000.0,,694500000.0,,44300000.0,367700000.0,,,,367700000.0,9571100000.0,8934400000.0,75600000.0,,166000000.0,2611900000.0,2611900000.0,1079300000.0,,,8200000.0,8200000.0,4855700000.0,,4855700000.0,61700000.0,4794000000.0,,,,,636700000.0,182800000.0,,,112900000.0,,,,,187900000.0,,,153100000.0,92200000.0,60900000.0,,,2024-09-30 00:00:00
