Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.27368,580550000.0,0.0,0.0,394742000.0,37641000.0,2135492000.0,580550000.0,542909000.0,656000.0,-656000.0,394742000.0,394742000.0,3375748000.0,,,,,394742000.0,394742000.0,0.0,394742000.0,394742000.0,394742000.0,148763000.0,543565000.0,86639000.0,0.0,,656000.0,-656000.0,456260000.0,1240256000.0,411382000.0,37641000.0,37641000.0,211445000.0,211445000.0,1696516000.0,2135492000.0,3832008000.0,3832008000.0,2024-03-31
0.0,0.225419,247166000.0,0.0,0.0,158009000.0,37046000.0,1482915000.0,247166000.0,210120000.0,-6127000.0,6127000.0,158009000.0,158009000.0,2944369000.0,25001424.0,25001424.0,6.32,6.32,158009000.0,158009000.0,0.0,158009000.0,158009000.0,158009000.0,45984000.0,203993000.0,96599000.0,0.0,,-6127000.0,6127000.0,113521000.0,1461454000.0,508543000.0,37046000.0,37046000.0,283529000.0,283529000.0,1574975000.0,1482915000.0,3057890000.0,3057890000.0,2023-12-31
46994432.174188,0.286441,611321000.0,164063000.0,164063000.0,523698000.0,36739000.0,1221295000.0,775384000.0,738645000.0,-5001000.0,5001000.0,406629432.174188,523698000.0,2619863000.0,24997518.0,24997518.0,20.95,20.95,523698000.0,523698000.0,0.0,523698000.0,523698000.0,523498000.0,210146000.0,733644000.0,83729000.0,164063000.0,-164063000.0,-5001000.0,5001000.0,490853000.0,1398568000.0,556732000.0,36739000.0,36739000.0,152437000.0,152437000.0,1889421000.0,1221295000.0,3110716000.0,3110716000.0,2023-09-30
0.0,0.245625,753492000.0,0.0,0.0,538607000.0,37979000.0,1105859000.0,753492000.0,715513000.0,-1535000.0,1535000.0,538607000.0,538607000.0,2320192000.0,25004968.0,25004968.0,21.54,21.54,538607000.0,538607000.0,0.0,538607000.0,538607000.0,538607000.0,175371000.0,713978000.0,81037000.0,0.0,,-1535000.0,1535000.0,634476000.0,1214333000.0,413945000.0,37979000.0,37979000.0,212661000.0,212661000.0,1848809000.0,1105859000.0,2954668000.0,2954668000.0,2023-06-30
0.0,0.258064,276089000.0,,,172687000.0,42489000.0,1639153000.0,276089000.0,233600000.0,230352000.0,848000.0,172687000.0,172687000.0,2290781000.0,,,,,172687000.0,172687000.0,0.0,172687000.0,172687000.0,172687000.0,60065000.0,232752000.0,-178946000.0,,,230352000.0,848000.0,556246000.0,651628000.0,-561388000.0,42489000.0,42489000.0,501955000.0,202655000.0,1207874000.0,1639153000.0,2847027000.0,2847027000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,25003754.0,25003754.0,11.72,11.72,,,,,,,,,,0.0,,,,,,,,,,,,,,,2022-12-31
-127953298.153034,0.222296,464200000.0,-575600000.0,-575600000.0,-117900000.0,39100000.0,2304400000.0,-111400000.0,-150500000.0,-1100000.0,1100000.0,329746701.846966,-117900000.0,3533600000.0,24978814.0,24978814.0,-4.72,-4.72,-117900000.0,-117900000.0,0.0,-117900000.0,-117900000.0,-117900000.0,-33700000.0,-151600000.0,83500000.0,-575600000.0,,-1100000.0,1100000.0,341600000.0,1229200000.0,396800000.0,39100000.0,39100000.0,183700000.0,183700000.0,1570800000.0,2304400000.0,3875200000.0,3875200000.0,2024-06-30 00:00:00
