Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Provisions,Current Liabilities,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Current Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
5136163.0,5136163.0,126050354000.0,126050354000.0,3993119000.0,126050354000.0,126050354000.0,126050354000.0,126526884000.0,476530000.0,126050354000.0,125998992000.0,51362000.0,51362000.0,19030157000.0,19029585000.0,156000.0,19028294000.0,1042000.0,572000.0,572000.0,,572000.0,145557041000.0,141563350000.0,141562914000.0,141562914000.0,436000.0,3993691000.0,342372000.0,3266926000.0,9563000.0,450000.0,374380000.0,211464000.0,162916000.0,2024-03-31
5136163.0,5136163.0,105804278000.0,105804278000.0,3720923000.0,105804278000.0,105804278000.0,105804278000.0,106203080000.0,398802000.0,105804278000.0,105752916000.0,51362000.0,51362000.0,21528574000.0,21491001000.0,340000.0,21486886000.0,2632000.0,37573000.0,37573000.0,37349000.0,224000.0,127731654000.0,123973157000.0,123972631000.0,123972631000.0,526000.0,3758496000.0,445833000.0,3116633000.0,0.0,515000.0,195515000.0,165816000.0,29699000.0,2023-09-30
5136163.0,5136163.0,79935036000.0,79935036000.0,3547311000.0,79935036000.0,79935036000.0,79935036000.0,80291632000.0,356596000.0,79935036000.0,79883674000.0,51362000.0,51362000.0,14126850000.0,14126271000.0,373000.0,14123343000.0,2432000.0,579000.0,579000.0,0.0,579000.0,94418482000.0,90870592000.0,90869976000.0,90869976000.0,616000.0,3547890000.0,348365000.0,3006517000.0,1300000.0,0.0,191708000.0,141876000.0,49832000.0,2023-03-31
