Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Additional Paid In Capital,Non Current Deferred Revenue,Restricted Cash
115283752.0,115283752.0,149104000.0,5661715000.0,5661715000.0,3536313000.0,5661715000.0,149104000.0,5661715000.0,5661715000.0,5661715000.0,5661715000.0,5431148000.0,,230567000.0,230567000.0,7766971000.0,293336000.0,8749000.0,161529000.0,123058000.0,123058000.0,7473635000.0,70743000.0,26046000.0,26046000.0,50454000.0,4777411000.0,,0.0,4777411000.0,13428686000.0,2418738000.0,203943000.0,,,146262000.0,31868000.0,31868000.0,694400000.0,,694400000.0,0.0,694400000.0,,,,,11009948000.0,642811000.0,,1010463000.0,,,,,1657400000.0,6071195000.0,1628079000.0,1162002000.0,466077000.0,,2024-03-31,,,,
115101953.0,115101953.0,42446000.0,5642130000.0,5642130000.0,4496860000.0,5642130000.0,42446000.0,5642130000.0,5642130000.0,5642130000.0,5642130000.0,,-24614000.0,229748000.0,229748000.0,3530385000.0,152772000.0,,121147000.0,31625000.0,31625000.0,3377613000.0,,10821000.0,10821000.0,52066000.0,2430052000.0,154649000.0,32363000.0,2243040000.0,9172515000.0,1298042000.0,,69818000.0,118379000.0,111827000.0,,,512746000.0,-568990000.0,1081736000.0,7582000.0,82683000.0,536014000.0,419409000.0,36048000.0,0.0,7874473000.0,273285000.0,2335000.0,911830000.0,29101000.0,248779000.0,236184000.0,397766000.0,3133997000.0,3546340000.0,6686000.0,,6686000.0,6686000.0,2023-06-30,,,,
115101953.0,115101953.0,,1989000.0,1989000.0,1969000.0,1989000.0,,1989000.0,1989000.0,1989000.0,1989000.0,,-3011000.0,5000000.0,5000000.0,2836000.0,0.0,,,,,2836000.0,,,,,2836000.0,213000.0,,2623000.0,4825000.0,20000.0,,,20000.0,,,,,,,,,,,,,4805000.0,,452000.0,,,,,,350000.0,,4003000.0,,4003000.0,4003000.0,2023-03-31,,,,
