Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.185863,518800000.0,379300000.0,41400000.0,407800000.0,518800000.0,477400000.0,-7700000.0,7700000.0,379300000.0,379300000.0,715700000.0,,,,,379300000.0,379300000.0,0.0,379300000.0,-3100000.0,382400000.0,382400000.0,87300000.0,469700000.0,123900000.0,-7700000.0,7700000.0,353400000.0,307900000.0,216700000.0,41400000.0,41400000.0,49800000.0,3900000.0,45900000.0,661300000.0,407800000.0,1069100000.0,1069100000.0,2024-03-31
0.0,0.262533,466000000.0,307500000.0,37500000.0,333300000.0,466000000.0,428500000.0,-7600000.0,7600000.0,307500000.0,307500000.0,597600000.0,54502955.0,54071986.0,5.65,5.69,307500000.0,307500000.0,0.0,307500000.0,-2900000.0,310400000.0,310400000.0,110500000.0,420900000.0,115400000.0,-7600000.0,7600000.0,322600000.0,264300000.0,133600000.0,37500000.0,37500000.0,93200000.0,53800000.0,39400000.0,586900000.0,333300000.0,920200000.0,920200000.0,2023-12-31
0.0,0.251357,486700000.0,330400000.0,37300000.0,132000000.0,486700000.0,449400000.0,-7400000.0,7400000.0,330400000.0,330400000.0,538400000.0,54475574.0,54048269.0,6.07,6.11,330400000.0,330400000.0,0.0,330400000.0,-500000.0,330900000.0,330900000.0,111100000.0,442000000.0,82200000.0,-7400000.0,7400000.0,372400000.0,406400000.0,129900000.0,37300000.0,37300000.0,47100000.0,22000000.0,25100000.0,778800000.0,132000000.0,910800000.0,910800000.0,2023-09-30
0.0,0.235364,457100000.0,322200000.0,31900000.0,315700000.0,457100000.0,425200000.0,-6700000.0,6700000.0,322200000.0,322200000.0,551400000.0,54982935.0,53700000.0,5.86,6.0,322200000.0,322200000.0,0.0,322200000.0,2200000.0,320000000.0,320000000.0,98500000.0,418500000.0,83200000.0,-6700000.0,6700000.0,342700000.0,235700000.0,162400000.0,31900000.0,31900000.0,41400000.0,16700000.0,24700000.0,578400000.0,315700000.0,894100000.0,894100000.0,2023-06-30
0.0,0.175888,393100000.0,280000000.0,41000000.0,818600000.0,393100000.0,352100000.0,-8700000.0,8700000.0,280000000.0,280000000.0,470200000.0,,,,,280000000.0,280000000.0,0.0,280000000.0,-3000000.0,283000000.0,283000000.0,60400000.0,343400000.0,99000000.0,-8700000.0,8700000.0,254600000.0,-348400000.0,89300000.0,41000000.0,41000000.0,20600000.0,10100000.0,10500000.0,-93800000.0,818600000.0,724800000.0,724800000.0,2023-03-31
,,,,,,,,,,,,,54823521.0,53660772.0,5.41,5.53,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.239449,523000000.0,358200000.0,45200000.0,311500000.0,523000000.0,477800000.0,-6300000.0,6300000.0,358200000.0,358200000.0,632500000.0,54480609.0,54071986.0,6.58,6.63,358200000.0,358200000.0,0.0,358200000.0,-400000.0,358600000.0,358600000.0,112900000.0,471500000.0,101000000.0,-6300000.0,6300000.0,382400000.0,321000000.0,211000000.0,45200000.0,45200000.0,64800000.0,21800000.0,43000000.0,703400000.0,311500000.0,1014900000.0,1014900000.0,2024-06-30 00:00:00
