Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
112937233.0,112937233.0,5754200000.0,5924920000.0,8901660000.0,14684380000.0,5661700000.0,8901660000.0,152320000.0,8911780000.0,11919930000.0,8911780000.0,8911780000.0,8806540000.0,,,105240000.0,105240000.0,22535360000.0,4971270000.0,102100000.0,,1000560000.0,655630000.0,3140840000.0,132690000.0,3008150000.0,72140000.0,17564090000.0,119170000.0,2784080000.0,19630000.0,2764450000.0,,1570000.0,12205810000.0,,,0.0,12205810000.0,31447140000.0,8221350000.0,82840000.0,,484520000.0,484520000.0,,,10120000.0,10120000.0,7643870000.0,,7643870000.0,160200000.0,7483670000.0,,,,,23225790000.0,1655790000.0,,,,12031450000.0,,,,,277390000.0,40080000.0,7661460000.0,,,1559620000.0,1541220000.0,18400000.0,,2024-03-31
105110898.0,105110898.0,7120780000.0,7296980000.0,8018360000.0,15164820000.0,2865340000.0,8018360000.0,160940000.0,8028780000.0,10353820000.0,8028780000.0,8028780000.0,7926110000.0,,,102670000.0,102670000.0,19312760000.0,3086330000.0,40760000.0,,0.0,517910000.0,2467730000.0,142690000.0,2325040000.0,59930000.0,16226430000.0,44600000.0,4829250000.0,18250000.0,4811000000.0,,13230000.0,7696470000.0,,,10810000.0,7685660000.0,27341540000.0,8249770000.0,132110000.0,,636070000.0,636070000.0,,,10420000.0,10420000.0,7471170000.0,,7471170000.0,217930000.0,7253240000.0,,,,,19091770000.0,1592470000.0,,,,10655000000.0,,,,,2170540000.0,,4078280000.0,,,595480000.0,580220000.0,15260000.0,,2023-09-30
105110898.0,105110898.0,4796950000.0,4939030000.0,7661890000.0,12492220000.0,3520970000.0,7661890000.0,120940000.0,7674130000.0,9580940000.0,7674130000.0,7674130000.0,7571460000.0,5951060000.0,1174740000.0,102670000.0,102670000.0,14552280000.0,3503900000.0,43880000.0,63480000.0,987880000.0,443910000.0,2008630000.0,101820000.0,1906810000.0,63480000.0,11048380000.0,183300000.0,2930400000.0,19120000.0,2911280000.0,13230000.0,13230000.0,6231970000.0,313030000.0,160000.0,37630000.0,5881150000.0,22226410000.0,7657060000.0,60110000.0,191240000.0,555900000.0,555900000.0,100550000.0,100550000.0,12240000.0,12240000.0,7088920000.0,-3738820000.0,10827740000.0,131470000.0,6957450000.0,6435490000.0,2693710000.0,1567070000.0,0.0,14569350000.0,1308340000.0,0.0,289670000.0,1335560000.0,9132010000.0,141000000.0,3874450000.0,880970000.0,4235590000.0,188750000.0,,3602220000.0,-22600000.0,3624820000.0,21140000.0,324270000.0,21140000.0,21140000.0,2023-03-31
