Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.263659,427300000.0,243000000.0,80870000.0,2515110000.0,427300000.0,346430000.0,-16420000.0,16420000.0,243000000.0,243000000.0,3166870000.0,124615385.0,124615385.0,1.95,1.95,243000000.0,243000000.0,0.0,243000000.0,243000000.0,243000000.0,87010000.0,330010000.0,18470000.0,-16420000.0,16420000.0,327960000.0,651760000.0,324070000.0,80870000.0,80870000.0,979720000.0,2515110000.0,3494830000.0,3494830000.0
2023-09-30,0.0,0.248806,462040000.0,272060000.0,85800000.0,2571640000.0,462040000.0,376240000.0,-17430000.0,14070000.0,272060000.0,272060000.0,3187880000.0,,,,,272060000.0,272060000.0,0.0,272060000.0,272060000.0,272060000.0,90110000.0,362170000.0,7110000.0,-17430000.0,14070000.0,370070000.0,616240000.0,257340000.0,85800000.0,84570000.0,986310000.0,2571640000.0,3557950000.0,3557950000.0
2023-06-30,0.0,0.268363,491960000.0,283590000.0,84150000.0,2184860000.0,491960000.0,407810000.0,-20200000.0,20200000.0,283590000.0,283590000.0,2781640000.0,124604370.0,124604370.0,2.275923,2.275923,283590000.0,283590000.0,0.0,283590000.0,283590000.0,283590000.0,104020000.0,387610000.0,4610000.0,-20200000.0,20200000.0,403200000.0,596780000.0,276330000.0,84150000.0,84150000.0,999980000.0,2184860000.0,3184840000.0,3184840000.0
2024-09-30 00:00:00,0.0,0.256058,479610000.0,288910000.0,83000000.0,2860270000.0,479610000.0,396610000.0,-8260000.0,8260000.0,288910000.0,288910000.0,3603890000.0,124530172.0,124530172.0,2.32,2.32,288910000.0,288910000.0,0.0,288910000.0,288910000.0,288910000.0,99440000.0,388350000.0,11900000.0,-8260000.0,8260000.0,384710000.0,743620000.0,415150000.0,83000000.0,83000000.0,1128330000.0,2860270000.0,3988600000.0,3988600000.0
