Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
28626579.0,28626579.0,723662000.0,724025000.0,-270723000.0,453302000.0,142303000.0,-270723000.0,-270723000.0,383911000.0,-270723000.0,-270723000.0,-1144687000.0,578990000.0,286266000.0,286266000.0,815933000.0,654634000.0,,654634000.0,654634000.0,161299000.0,21985000.0,69391000.0,69391000.0,,69923000.0,574000.0,69349000.0,545210000.0,241608000.0,16090000.0,50000.0,,225468000.0,,,,,,,,303602000.0,25198000.0,2983000.0,,,4114000.0,,,3942000.0,,249789000.0,17576000.0,17213000.0,363000.0,,2024-03-31
28626579.0,28626579.0,763109000.0,763685000.0,-263588000.0,500097000.0,142438000.0,-263588000.0,-263588000.0,391046000.0,-263588000.0,-263588000.0,-1137552000.0,578990000.0,286266000.0,286266000.0,859565000.0,654634000.0,,654634000.0,654634000.0,204931000.0,22319000.0,109051000.0,109051000.0,,73561000.0,584000.0,72977000.0,595977000.0,248608000.0,16090000.0,50000.0,,232468000.0,,,,,,,,347369000.0,25154000.0,2983000.0,,,5143000.0,,,43510000.0,,253055000.0,17524000.0,16948000.0,576000.0,,2023-12-31
28626579.0,28626579.0,762571000.0,763306000.0,-256695000.0,506611000.0,142426000.0,-256695000.0,-256695000.0,397939000.0,-256695000.0,-256695000.0,-1130659000.0,578990000.0,286266000.0,286266000.0,858092000.0,654634000.0,,654634000.0,654634000.0,203458000.0,22319000.0,108672000.0,108672000.0,,72467000.0,570000.0,71897000.0,601397000.0,255513000.0,16090000.0,50000.0,,239373000.0,,,,,,,,345884000.0,25382000.0,2983000.0,,,5143000.0,,,43510000.0,,251183000.0,17683000.0,16948000.0,735000.0,,2023-09-30
28626579.0,28626579.0,762634000.0,763421000.0,-250075000.0,513346000.0,142144000.0,-250075000.0,-250075000.0,404559000.0,-250075000.0,-250075000.0,-1124039000.0,578990000.0,286266000.0,286266000.0,857541000.0,654635000.0,1000.0,654634000.0,654634000.0,202906000.0,21985000.0,108787000.0,108787000.0,,72134000.0,591000.0,71543000.0,607466000.0,262416000.0,16090000.0,50000.0,,246276000.0,,,,,,,,345050000.0,24725000.0,2983000.0,,,4860000.0,,,43510000.0,,251237000.0,17735000.0,16948000.0,787000.0,,2023-06-30
28626579.0,28626579.0,762792670.0,763677910.0,-241559280.0,522118630.0,143824250.0,-241559280.0,-241559280.0,413074390.0,-241559280.0,-241559280.0,-1115523160.0,578990320.0,286265790.0,286265790.0,856828570.0,654633670.0,,654633670.0,654633670.0,202194900.0,1112720.0,109044240.0,109044240.0,568130.0,70494360.0,1211700.0,69282660.0,615269290.0,269250140.0,16089000.0,6652270.0,0.0,253110600.0,-778259270.0,1031369870.0,26758570.0,675498760.0,270149000.0,58963540.0,0.0,346019150.0,234270.0,2982630.0,60458070.0,13433300.0,5047320.0,865410.0,4181910.0,43510000.0,12600220.0,250378100.0,885240.0,16948000.0,885240.0,885240.0,2023-03-31
,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
28626579.0,28626579.0,723858000.0,724025000.0,-276885000.0,447140000.0,141896000.0,-276885000.0,-276885000.0,377749000.0,-276885000.0,-276885000.0,-1150849000.0,578990000.0,286266000.0,286266000.0,819564000.0,654635000.0,1000.0,654634000.0,654634000.0,164929000.0,21985000.0,69391000.0,69391000.0,,73553000.0,672000.0,72881000.0,542679000.0,235854000.0,16090000.0,50000.0,,219714000.0,,,,,,,,306825000.0,25793000.0,2983000.0,,,4114000.0,,,3942000.0,,251983000.0,18010000.0,17843000.0,167000.0,,2024-06-30 00:00:00
