Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-407408.15785,0.007256,89958000.0,-56150000.0,-56150000.0,-242947000.0,38778000.0,793880000.0,33808000.0,-4970000.0,-202315000.0,202315000.0,-187204408.15785,-242947000.0,1046255000.0,,,,,-242947000.0,-242947000.0,0.0,-242947000.0,-37167000.0,-205781000.0,-205781000.0,-1504000.0,-207285000.0,74796000.0,-56150000.0,-10729000.0,71609000.0,-4730000.0,-202315000.0,202315000.0,-109589000.0,252375000.0,155440000.0,38778000.0,38778000.0,142786000.0,793880000.0,936666000.0,936666000.0,2024-03-31
42160.514146,0.010043,-1768000.0,4198000.0,4198000.0,-170823000.0,39134000.0,826607000.0,2430000.0,-36704000.0,-135854000.0,135854000.0,-174978839.485854,-170823000.0,1051628000.0,1898033333.0,1898033333.0,-0.09,-0.09,-170823000.0,-170823000.0,0.0,-170823000.0,2000.0,-170825000.0,-170825000.0,-1733000.0,-172558000.0,38666000.0,4198000.0,-4198000.0,0.0,0.0,-135854000.0,135854000.0,-75310000.0,225021000.0,124387000.0,39134000.0,39134000.0,149711000.0,826607000.0,976318000.0,976318000.0,2023-12-31
-177232500.0,0.3,53896000.0,-590775000.0,-590775000.0,-726163000.0,46725000.0,742812000.0,-536879000.0,-583604000.0,-139523000.0,139523000.0,-312620500.0,-726163000.0,970919000.0,1962602703.0,1962602703.0,-0.37,-0.37,-726163000.0,-726163000.0,0.0,-726163000.0,2000.0,-726164000.0,-726164000.0,3037000.0,-723127000.0,73950000.0,-590775000.0,1235000.0,589259000.0,281000.0,-139523000.0,139523000.0,-73518000.0,228107000.0,124016000.0,46725000.0,46725000.0,154589000.0,742812000.0,897401000.0,897401000.0,2023-09-30
-2180901.948436,0.062823,-36389000.0,-34715000.0,-34715000.0,-243906000.0,53880000.0,745487000.0,-71104000.0,-124984000.0,-135430000.0,135430000.0,-211371901.948436,-243906000.0,1014566000.0,2032550000.0,2032550000.0,-0.12,-0.12,-243906000.0,-243906000.0,0.0,-243906000.0,148000.0,-244054000.0,-244054000.0,-16360000.0,-260414000.0,41002000.0,-34715000.0,,-2185000.0,36900000.0,-135430000.0,135430000.0,-126903000.0,269079000.0,142296000.0,53880000.0,53880000.0,142176000.0,745487000.0,887663000.0,887663000.0,2023-06-30
-175230300.0,0.3,-94097000.0,-257439000.0,-584101000.0,-563348000.0,57000000.0,717960000.0,-351536000.0,-408536000.0,-86318000.0,138872000.0,-154477300.0,-563348000.0,581264000.0,,,,,-563348000.0,-563348000.0,0.0,-563348000.0,508000.0,-563856000.0,-563856000.0,16448000.0,-547408000.0,-151462000.0,-584282000.0,-1985902000.0,,,-86318000.0,138872000.0,204633000.0,-136696000.0,-483406000.0,57000000.0,-23363000.0,67937000.0,717960000.0,785897000.0,785897000.0,2023-03-31
,,,,,,,,,,,,,,,1963419048.0,1963419048.0,-0.21,-0.21,,,,,,,,,,,,-497285000.0,67692000.0,509865000.0,,,,,,,,,,,,2022-12-31
-41938.765589,0.015413,29137000.0,-2721000.0,-2721000.0,-157973000.0,38697000.0,902554000.0,26416000.0,-12281000.0,-148168000.0,148168000.0,-155293938.765589,-157973000.0,1110017000.0,1974662500.0,1974662500.0,-0.08,-0.08,-157973000.0,-157973000.0,0.0,-157973000.0,2000.0,-157976000.0,-157976000.0,-2473000.0,-160449000.0,35318000.0,-2721000.0,2995000.0,-274000.0,0.0,-148168000.0,148168000.0,-46109000.0,207463000.0,111144000.0,38697000.0,38697000.0,161354000.0,902554000.0,1063908000.0,1063908000.0,2024-06-30 00:00:00
