Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
64277930.587055,0.250519,1212756000.0,256579000.0,256579000.0,1282194000.0,63902000.0,3687844000.0,1469335000.0,1405433000.0,1089892930.587055,1282194000.0,4080896000.0,,,,,1282194000.0,1282194000.0,0.0,1282194000.0,0.0,1282194000.0,1282194000.0,428582000.0,1710776000.0,48764000.0,221133000.0,-221133000.0,1405433000.0,393052000.0,335569000.0,63902000.0,63902000.0,1798485000.0,3687844000.0,5486329000.0,5486329000.0,2024-03-31
108207354.055307,0.252095,703718000.0,429233000.0,429233000.0,1130690000.0,58488000.0,3632339000.0,1132951000.0,1074463000.0,809664354.055307,1130690000.0,4069138000.0,100684773.0,100684773.0,11.23,11.23,1130690000.0,1130690000.0,0.0,1130690000.0,0.0,1130690000.0,1130690000.0,381119000.0,1511809000.0,8113000.0,423580000.0,-423580000.0,1074463000.0,436799000.0,388726000.0,58488000.0,58488000.0,1511262000.0,3632339000.0,5143601000.0,5143601000.0,2023-12-31
117191991.48342,0.253758,558032000.0,461826000.0,461826000.0,1067765000.0,60503000.0,3270667000.0,1019858000.0,959355000.0,723130991.48342,1067765000.0,3622555000.0,97691217.0,97691217.0,10.93,10.93,1067765000.0,1067765000.0,0.0,1067765000.0,0.0,1067765000.0,1067765000.0,363091000.0,1430856000.0,9675000.0,376141000.0,-376141000.0,959355000.0,351888000.0,316453000.0,60503000.0,60503000.0,1311243000.0,3270667000.0,4581910000.0,4581910000.0,2023-09-30
-411339852.408887,0.250141,711370000.0,-1644429000.0,-1644429000.0,986037000.0,78122000.0,2182919000.0,-933059000.0,-1011181000.0,2219126147.591113,986037000.0,629709000.0,,,,,986037000.0,986037000.0,0.0,986037000.0,0.0,986037000.0,986037000.0,328927000.0,1314964000.0,1959000.0,-1647912000.0,1649065000.0,2499060000.0,-1553210000.0,-367896000.0,78122000.0,70625000.0,945850000.0,2182919000.0,3128769000.0,3128769000.0,2023-03-31
89057073.541291,0.256689,133216000.0,346945000.0,346945000.0,587098000.0,39014000.0,2492333000.0,480161000.0,441147000.0,329210073.541291,587098000.0,2806314000.0,83394602.0,79230499.0,7.04,7.41,587098000.0,587098000.0,0.0,587098000.0,0.0,587098000.0,587098000.0,202744000.0,789842000.0,1750000.0,349831000.0,-349831000.0,441147000.0,313981000.0,277310000.0,39014000.0,39014000.0,755128000.0,2492333000.0,3247461000.0,3247461000.0,2022-12-31
-58135652.361035,0.253406,1908032000.0,-229417000.0,-229417000.0,1052805000.0,56939000.0,3759391000.0,1678615000.0,1621676000.0,1224086347.638965,1052805000.0,4223816000.0,110010972.0,110010972.0,9.57,9.57,1052805000.0,1052805000.0,0.0,1052805000.0,0.0,1052805000.0,1052805000.0,357339000.0,1410144000.0,17885000.0,-235733000.0,235733000.0,1621676000.0,464425000.0,409679000.0,56939000.0,56939000.0,2086101000.0,3759391000.0,5845492000.0,5845492000.0,2024-06-30 00:00:00
38202631.026052,0.252423,901558000.0,151344000.0,151344000.0,878731000.0,43721000.0,2898503000.0,1052902000.0,1009181000.0,765589631.026052,878731000.0,3250290000.0,88671140.0,85897458.0,9.91,10.23,878731000.0,878731000.0,0.0,878731000.0,0.0,878731000.0,878731000.0,296707000.0,1175438000.0,14913000.0,199744000.0,-199744000.0,1009181000.0,351787000.0,311730000.0,43721000.0,43721000.0,1360968000.0,2898503000.0,4259471000.0,4259471000.0,2023-06-30 00:00:00
