Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Other Properties,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Inventory,Other Inventories,Work In Process,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Treasury Shares Number,Retained Earnings,Additional Paid In Capital,Other Payable,Dividends Payable,Total Tax Payable,Held To Maturity Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Trading Securities,Accumulated Depreciation,Machinery Furniture Equipment,Restricted Cash,Prepaid Assets,Finished Goods,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
54071986.0,54071986.0,257300000.0,6196800000.0,6775500000.0,3149700000.0,6196800000.0,73300000.0,6591500000.0,6591500000.0,6597100000.0,5600000.0,6591500000.0,6483400000.0,108100000.0,108100000.0,1322300000.0,129100000.0,106800000.0,22300000.0,22300000.0,0.0,,1193200000.0,70200000.0,235000000.0,51000000.0,184000000.0,2400000.0,225900000.0,250600000.0,250600000.0,7919400000.0,3576500000.0,11700000.0,107000000.0,2632100000.0,2632100000.0,74800000.0,394700000.0,351300000.0,43400000.0,247000000.0,247000000.0,195700000.0,51300000.0,0.0,4342900000.0,109000000.0,83400000.0,,,92600000.0,1046800000.0,3011100000.0,2276400000.0,734700000.0,2024-03-31,,,,,,,,,,,,,,,,,,,
54048269.0,54048269.0,256900000.0,5770900000.0,6250700000.0,3563400000.0,5770900000.0,96700000.0,6090500000.0,6100500000.0,6090200000.0,-300000.0,6090500000.0,5982400000.0,108100000.0,108100000.0,1160900000.0,139900000.0,81400000.0,58500000.0,48500000.0,10000000.0,,1021000000.0,108500000.0,198400000.0,48200000.0,150200000.0,2600000.0,67600000.0,142500000.0,142500000.0,7251100000.0,2666700000.0,11200000.0,84200000.0,1866400000.0,1866400000.0,75500000.0,319600000.0,276200000.0,43400000.0,203700000.0,203700000.0,134300000.0,69400000.0,0.0,4584400000.0,96400000.0,98500000.0,98500000.0,21400000.0,100500000.0,891500000.0,3397500000.0,3119500000.0,278000000.0,2023-09-30,,,,,,,,,,,,,,,,,,,
53660772.0,53660772.0,293900000.0,5144200000.0,5596100000.0,3280500000.0,5144200000.0,119200000.0,5421400000.0,5436400000.0,5422800000.0,1400000.0,5421400000.0,5314100000.0,107300000.0,107300000.0,1282400000.0,148900000.0,,88500000.0,73500000.0,15000000.0,60400000.0,1133500000.0,,205400000.0,45700000.0,159700000.0,1600000.0,161000000.0,130900000.0,130900000.0,6705200000.0,2291200000.0,10300000.0,66100000.0,1470900000.0,1470900000.0,76200000.0,277200000.0,233800000.0,43400000.0,207100000.0,207100000.0,119600000.0,87500000.0,0.0,4414000000.0,103100000.0,122100000.0,122100000.0,37600000.0,141900000.0,582700000.0,3464200000.0,2703300000.0,760900000.0,2023-03-31,,,,,,,,,,,,,,,,,,,
