Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Discontinuous Operations
0.0,0.268789,456408000.0,0.0,0.0,195060000.0,103758000.0,559753000.0,456408000.0,352650000.0,-85887000.0,85887000.0,195060000.0,155112000.0,1275479000.0,,,,,155112000.0,155112000.0,0.0,155112000.0,0.0,155112000.0,195060000.0,71703000.0,266763000.0,23536000.0,0.0,-85887000.0,85887000.0,329113900.0,715726000.0,464806000.0,103758000.0,103758000.0,1044839900.0,559753000.0,1604592900.0,1604592900.0,2024-03-31,
0.0,0.376985,538831000.0,0.0,0.0,212323000.0,107600000.0,593731000.0,538831000.0,431231000.0,-90432000.0,90432000.0,212323000.0,212323000.0,1238977000.0,30996058.0,30996058.0,6.85,6.85,212323000.0,212323000.0,0.0,212323000.0,0.0,212323000.0,212323000.0,128476000.0,340799000.0,20500000.0,0.0,-90432000.0,90432000.0,410731000.0,645246000.0,366522000.0,107600000.0,107600000.0,1055977000.0,593731000.0,1649708000.0,1649708000.0,2023-12-31,
0.0,0.368547,731341000.0,0.0,0.0,326972000.0,98927000.0,708643000.0,731341000.0,632414000.0,-114605000.0,114605000.0,326972000.0,326972000.0,1413120000.0,30992607.0,30992607.0,10.55,10.55,326972000.0,326972000.0,0.0,326972000.0,0.0,326972000.0,326972000.0,190837000.0,517809000.0,46560000.0,0.0,-114605000.0,114605000.0,585854000.0,704477000.0,412071000.0,98927000.0,98927000.0,1290331000.0,708643000.0,1998974000.0,1998974000.0,2023-09-30,
0.0,0.338255,485261000.0,0.0,0.0,179219000.0,115494000.0,609046000.0,485261000.0,369767000.0,-98939000.0,98939000.0,179219000.0,179219000.0,1277675000.0,31006747.0,31006747.0,5.78,5.78,179219000.0,179219000.0,0.0,179219000.0,0.0,179219000.0,179219000.0,91609000.0,270828000.0,24576000.0,0.0,-98939000.0,98939000.0,345191000.0,668629000.0,393489000.0,115494000.0,115494000.0,1013820000.0,609046000.0,1622866000.0,1622866000.0,2023-06-30,
-398169.563165,0.198985,437399000.0,-2001000.0,-2001000.0,106885000.0,104440000.0,1336565000.0,435398000.0,330958000.0,-202713000.0,197521000.0,108487830.436835,106885000.0,1345704000.0,,,,,106885000.0,106885000.0,0.0,106885000.0,0.0,106885000.0,106885000.0,26552000.0,133437000.0,-16528000.0,-2001000.0,-202713000.0,197521000.0,270696000.0,9139000.0,-1008835000.0,104440000.0,103991000.0,279835000.0,1336565000.0,1616400000.0,1616400000.0,2023-03-31,
,,,,,,,,,,,,,,,30877647.0,30877647.0,0.85,0.85,,,,,,,,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.276012,658141000.0,0.0,0.0,330460000.0,113556000.0,623640000.0,658141000.0,544585000.0,-88141000.0,88141000.0,330460000.0,330927000.0,1428823000.0,31014714.0,31014714.0,10.67,10.67,330927000.0,330927000.0,0.0,330927000.0,0.0,330927000.0,330460000.0,125984000.0,456444000.0,47787000.0,0.0,-88141000.0,88141000.0,496798000.0,805183000.0,464852000.0,113556000.0,113556000.0,1301981000.0,623640000.0,1925621000.0,1925621000.0,2024-06-30 00:00:00,467000.0
