Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,231750000.0,0.0,0.0,-142019000.0,109097000.0,2429863000.0,231750000.0,122653000.0,-59908000.0,59908000.0,-142019000.0,-142019000.0,2482459000.0,,,,,-142019000.0,-142019000.0,0.0,-142019000.0,-102995000.0,-39024000.0,-39024000.0,101769000.0,62745000.0,126677000.0,0.0,-59908000.0,59908000.0,88480000.0,52596000.0,154068000.0,109097000.0,109097000.0,141076000.0,2429863000.0,2570939000.0,2570939000.0,2024-03-31
0.0,0.3,208446000.0,0.0,0.0,-60105000.0,65981000.0,273017000.0,208446000.0,142465000.0,-83053000.0,83053000.0,-60105000.0,-60105000.0,158201000.0,6095842.0,6095842.0,-9.86,-9.86,-60105000.0,-60105000.0,0.0,-60105000.0,-51545000.0,-8559000.0,-8559000.0,67971000.0,59412000.0,119385000.0,0.0,-83053000.0,83053000.0,212488000.0,-114816000.0,176949000.0,65981000.0,65981000.0,97672000.0,273017000.0,370689000.0,370689000.0,2023-12-31
0.0,0.223378,1077334000.0,,,456763000.0,56220000.0,183669000.0,1077334000.0,1021114000.0,-9580000.0,9580000.0,456763000.0,456763000.0,57541000.0,6097490.0,6097490.0,74.91,74.91,456763000.0,456763000.0,0.0,456763000.0,-328817000.0,785580000.0,785580000.0,225954000.0,1011534000.0,133680000.0,,-9580000.0,9580000.0,258043000.0,-126128000.0,108006000.0,56220000.0,56220000.0,131915000.0,183669000.0,315584000.0,315584000.0,2023-09-30
0.0,0.155882,550178000.0,0.0,0.0,233971000.0,58265000.0,159913000.0,550178000.0,491913000.0,-8995000.0,8995000.0,233971000.0,233971000.0,42505000.0,6097759.0,6097759.0,38.37,38.37,233971000.0,233971000.0,0.0,233971000.0,-173669000.0,407640000.0,407640000.0,75278000.0,482918000.0,131260000.0,0.0,-8995000.0,8995000.0,217984000.0,-117408000.0,91114000.0,58265000.0,58265000.0,100576000.0,159913000.0,260489000.0,260489000.0,2023-06-30
-1153103.349756,0.272988,699980000.0,-4224000.0,-4224000.0,162684000.0,58321000.0,1246569000.0,695756000.0,637435000.0,6183000.0,21420000.0,165754896.650244,162684000.0,1123749000.0,,,,,162684000.0,162684000.0,0.0,162684000.0,-285166000.0,447850000.0,447850000.0,168165000.0,616015000.0,125895000.0,-4224000.0,6183000.0,21420000.0,91215000.0,-122820000.0,-455792000.0,58321000.0,58024000.0,-31605000.0,1246569000.0,1214964000.0,1214964000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,6097385.0,6097385.0,86.81,86.81,,,,,,,,,,,0.0,,,,,,,,,,,,2022-12-31
0.0,0.182584,1073937000.0,,,302832000.0,109347000.0,1016361000.0,1073937000.0,964590000.0,-23375000.0,23375000.0,302832000.0,302832000.0,743976000.0,6097178.0,6097178.0,76.52,76.52,302832000.0,302832000.0,0.0,302832000.0,-466532000.0,769364000.0,769364000.0,171851000.0,941215000.0,149072000.0,,-23375000.0,23375000.0,451870000.0,-272385000.0,205286000.0,109347000.0,109347000.0,179485000.0,1016361000.0,1195846000.0,1195846000.0,2024-06-30 00:00:00
