Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Financial Assets,Held To Maturity Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Hedging Assets Current,Cash Equivalents
475087114.0,475087114.0,229308200000.0,260057000000.0,46295700000.0,320701300000.0,4418000000.0,46295700000.0,7190800000.0,67835100000.0,194128300000.0,75111100000.0,7276000000.0,67835100000.0,67360000000.0,,475100000.0,475100000.0,347093500000.0,136311400000.0,315000000.0,1964600000.0,131330000000.0,5036800000.0,126293200000.0,2701800000.0,210782100000.0,9064900000.0,128727000000.0,2154000000.0,126573000000.0,,1666400000.0,66728000000.0,,,345800000.0,66382200000.0,422204600000.0,207004500000.0,1487800000.0,,,3942800000.0,6782700000.0,6782700000.0,4772500000.0,1377000000.0,21539400000.0,15568900000.0,5970500000.0,46321300000.0,,46321300000.0,3380100000.0,42941200000.0,,,,,215200100000.0,11994600000.0,,,22484000000.0,,,,134172600000.0,238900000.0,18394200000.0,,,27915800000.0,4357800000.0,23558000000.0,,2024-03-31,,,,,,
475087114.0,475087114.0,215186300000.0,250617500000.0,43433800000.0,306308600000.0,7243200000.0,43433800000.0,7513600000.0,63204700000.0,185296200000.0,69806900000.0,6602200000.0,63204700000.0,62729600000.0,,475100000.0,475100000.0,334883700000.0,132379000000.0,332500000.0,1982000000.0,127531700000.0,5440200000.0,122091500000.0,2532800000.0,202504700000.0,8686700000.0,123085800000.0,2073400000.0,121012400000.0,,1508100000.0,64685900000.0,,,709900000.0,63976000000.0,404690600000.0,194942700000.0,1082800000.0,,,3633700000.0,6515100000.0,6515100000.0,3176700000.0,1377000000.0,19770900000.0,13800400000.0,5970500000.0,45464000000.0,,45464000000.0,3141900000.0,42322100000.0,,,,,209747900000.0,14476400000.0,,,25593100000.0,,,,120599400000.0,100000.0,16156400000.0,,,32922500000.0,5004900000.0,27917600000.0,,2023-09-30,,,,,,
475087114.0,475087114.0,197750400000.0,223755800000.0,36444300000.0,271312300000.0,-22114700000.0,36444300000.0,7493500000.0,55050000000.0,145690800000.0,59098500000.0,4048500000.0,55050000000.0,54574900000.0,43154200000.0,475100000.0,475100000.0,293230600000.0,101043600000.0,371400000.0,2083700000.0,96275900000.0,5635100000.0,90640800000.0,2312600000.0,192187000000.0,8866500000.0,127479900000.0,1858400000.0,125621500000.0,3107100000.0,1157400000.0,55514600000.0,4348600000.0,38800000.0,160500000.0,50966700000.0,352329100000.0,182256800000.0,1111900000.0,15900000.0,1720700000.0,3057300000.0,3654400000.0,3654400000.0,4112300000.0,1377000000.0,18605700000.0,12635200000.0,5970500000.0,44932100000.0,-45117100000.0,90049200000.0,3158100000.0,10262300000.0,59922100000.0,11589400000.0,5117300000.0,0.0,170072300000.0,131900000.0,75100000.0,3680300000.0,19215100000.0,7657200000.0,624800000.0,10933100000.0,108919600000.0,5091700000.0,12322000000.0,-494900000.0,12816900000.0,20636600000.0,2124700000.0,18511900000.0,18511900000.0,2023-03-31,,,,,,
