Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,7543563.0,7543563.0,2784879000.0,2809868000.0,1330244000.0,4124090000.0,-75174000.0,1330244000.0,22270000.0,1336492000.0,2840507000.0,1336492000.0,1336492000.0,1260895000.0,,,75597000.0,75597000.0,3473768000.0,1835257000.0,,,21646000.0,288204000.0,1517605000.0,13590000.0,1504015000.0,4743000.0,1638511000.0,28940000.0,1292263000.0,8680000.0,1283583000.0,,14082000.0,167419000.0,,,167419000.0,4810260000.0,3246923000.0,5021000.0,,57780000.0,57780000.0,19594000.0,6248000.0,6248000.0,3158280000.0,,3158280000.0,8040000.0,3150240000.0,,,,,1563337000.0,378155000.0,,,538507000.0,,,,,,21851000.0,61464000.0,,,563360000.0,560641000.0,2719000.0,,2024-03-31
,7543563.0,7543563.0,2444006000.0,2485089000.0,1322452000.0,3786791000.0,-4638000.0,1322452000.0,26654000.0,1328356000.0,2573765000.0,1328356000.0,1328356000.0,1252759000.0,,,75597000.0,75597000.0,3191026000.0,1575815000.0,,,22003000.0,276828000.0,1268131000.0,22722000.0,1245409000.0,4929000.0,1615211000.0,12401000.0,1216958000.0,3932000.0,1213026000.0,,13252000.0,196904000.0,,,196904000.0,4519382000.0,2908809000.0,96635000.0,,56664000.0,56664000.0,19779000.0,5904000.0,5904000.0,2729827000.0,,2729827000.0,842682000.0,1887145000.0,,,,,1610573000.0,345499000.0,,,473166000.0,,,,,,23272000.0,90543000.0,,,678093000.0,663664000.0,14429000.0,,2023-09-30
,7543563.0,7543563.0,1922117000.0,1993458000.0,1315733000.0,3282624000.0,-193074000.0,1315733000.0,30905000.0,1320071000.0,1984056000.0,1320071000.0,1320071000.0,1244474000.0,923799000.0,256196000.0,75597000.0,75597000.0,2649541000.0,995137000.0,-1000.0,4759000.0,22003000.0,277171000.0,686718000.0,22733000.0,663985000.0,4759000.0,1654404000.0,49822000.0,1306740000.0,8172000.0,1298568000.0,9298000.0,9298000.0,288544000.0,142574000.0,2247000.0,143723000.0,3969612000.0,2508280000.0,97932000.0,150808000.0,8791000.0,8791000.0,19963000.0,4338000.0,4338000.0,2324380000.0,-388407000.0,2712787000.0,389388000.0,1934993000.0,1474387000.0,462534000.0,386478000.0,0.0,1461330000.0,234435000.0,2247000.0,268438000.0,452696000.0,325000.0,145992000.0,107397000.0,198982000.0,50744000.0,19125000.0,74056000.0,-845000.0,74901000.0,613149000.0,572713000.0,40436000.0,40436000.0,2023-03-31
