Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
134673768.0,134673768.0,,1657152000.0,21636255000.0,22973152000.0,12567685000.0,21636255000.0,994592000.0,22310592000.0,22684167000.0,22310592000.0,,22310592000.0,22041244000.0,,,269348000.0,269348000.0,9980791000.0,2680347000.0,1227889000.0,106446000.0,1310603000.0,937028000.0,373575000.0,35409000.0,7300444000.0,39987000.0,134261000.0,346549000.0,57564000.0,288985000.0,,167115000.0,3194443000.0,,,,3194443000.0,32291383000.0,12423254000.0,219283000.0,,,,1025721000.0,,1025721000.0,,1606004000.0,82124000.0,674337000.0,674337000.0,8461435000.0,,8461435000.0,1078038000.0,7383397000.0,,,,,19868129000.0,2027536000.0,,0.0,,,5237235000.0,,,,,1010373000.0,5325229000.0,,,6267756000.0,2977930000.0,3289826000.0,,2024-03-31
127171089.0,127171089.0,1637118000.0,3621572000.0,13833876000.0,16450001000.0,7259531000.0,13833876000.0,1017652000.0,13846081000.0,14281634000.0,13846081000.0,0.0,13846081000.0,13591739000.0,,,254342000.0,254342000.0,13433053000.0,2967619000.0,1422816000.0,106898000.0,1402304000.0,966751000.0,435553000.0,35601000.0,10465434000.0,34283000.0,,2219268000.0,50901000.0,2168367000.0,,74815000.0,2876387000.0,,,258424000.0,2617963000.0,27279134000.0,9554169000.0,594266000.0,,,,889025000.0,,889025000.0,,585000.0,82124000.0,12205000.0,12205000.0,7689096000.0,,7689096000.0,584992000.0,7104104000.0,,,,,17724965000.0,2580694000.0,,7113000.0,,,4034247000.0,,,,,2820346000.0,6195822000.0,,,2086743000.0,1119941000.0,966802000.0,,2023-09-30
119571089.0,119571089.0,1939186000.0,3532602000.0,9619108000.0,12128758000.0,2518935000.0,9619108000.0,1039361000.0,9635517000.0,10131767000.0,9635517000.0,0.0,9635517000.0,9390081000.0,3918240000.0,4106437000.0,239142000.0,239142000.0,12845191000.0,1942514000.0,282672000.0,134636000.0,1490842000.0,994592000.0,496250000.0,34364000.0,10902677000.0,30662000.0,52761000.0,2041760000.0,44769000.0,1996991000.0,49815000.0,77212000.0,3282147000.0,50097000.0,1217000.0,52761000.0,3230833000.0,22480708000.0,9059096000.0,410641000.0,435508000.0,0.0,0.0,855306000.0,20000.0,537326000.0,317960000.0,0.0,82124000.0,16409000.0,16409000.0,7341791000.0,-1045828000.0,8387619000.0,122791000.0,7219299000.0,1563649000.0,1080097000.0,5621082000.0,0.0,13421612000.0,2238016000.0,0.0,7113000.0,2076000.0,1153520000.0,4613713000.0,106712000.0,230115000.0,699643000.0,3577243000.0,3855983000.0,2791449000.0,-26295000.0,2817744000.0,997758000.0,443703000.0,554055000.0,554055000.0,2023-03-31
