Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Finished Goods,Work In Process
6097178.0,6097178.0,3258362000.0,3769971000.0,25574794000.0,29148179000.0,2670904000.0,25574794000.0,206606000.0,25584814000.0,29148179000.0,34398451000.0,8813637000.0,25584814000.0,25523842000.0,,60972000.0,60972000.0,9825939000.0,9245974000.0,806172000.0,,4486157000.0,3769971000.0,206606000.0,3563365000.0,58284000.0,579965000.0,,,579965000.0,,,143937000.0,436028000.0,44224390000.0,40973521000.0,1108685000.0,11369056000.0,11369056000.0,,21554606000.0,,111451000.0,10020000.0,3039000.0,6981000.0,6819703000.0,,6819703000.0,549515000.0,6270188000.0,,,,,3250869000.0,,,271816000.0,,,197003000.0,41756000.0,2740294000.0,2435291000.0,305003000.0,,,2024-03-31,,
6097178.0,6097178.0,3122297000.0,3735184000.0,24622861000.0,28121209000.0,2545641000.0,24622861000.0,247303000.0,24633328000.0,28121209000.0,33283721000.0,8650393000.0,24633328000.0,24572356000.0,,60972000.0,60972000.0,9434002000.0,9025299000.0,833295000.0,,4296043000.0,3735184000.0,247303000.0,3487881000.0,50361000.0,408703000.0,,,408703000.0,,,201831000.0,206872000.0,42717723000.0,39763379000.0,952272000.0,10265217000.0,10265217000.0,,21869238000.0,,112627000.0,10467000.0,3486000.0,6981000.0,6553558000.0,,6553558000.0,5852004000.0,701554000.0,,,,,2954344000.0,,,119719000.0,,,192423000.0,33952000.0,2608250000.0,2242666000.0,365584000.0,,,2023-09-30,,
6097178.0,6097178.0,2775146000.0,3645827000.0,22688183000.0,26089741000.0,7904866000.0,22688183000.0,255044000.0,22698958000.0,25789741000.0,30923152000.0,8224194000.0,22698958000.0,22637986000.0,11744356000.0,60972000.0,60972000.0,8840577000.0,7696188000.0,783284000.0,11895000.0,4178118000.0,3345827000.0,255044000.0,3090783000.0,33698000.0,1144389000.0,300000000.0,300000000.0,104365000.0,47186000.0,8121000.0,,49058000.0,39763729000.0,30714474000.0,2909000.0,2426102000.0,7752989000.0,2426102000.0,22107887000.0,22107887000.0,113799000.0,10775000.0,3794000.0,6981000.0,6053002000.0,-607626000.0,6660628000.0,5397464000.0,655538000.0,441909000.0,523485000.0,297770000.0,0.0,9049255000.0,169929000.0,1061205000.0,6048000.0,6048000.0,79027000.0,165183000.0,113546000.0,7619500000.0,7003863000.0,615637000.0,403284000.0,212353000.0,2023-03-31,,
