Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
29844985.0,29844985.0,435413000.0,443051000.0,4142786000.0,4585837000.0,1455852000.0,4142786000.0,4142786000.0,4192994000.0,4142786000.0,4142786000.0,3844336000.0,298450000.0,298450000.0,1258628000.0,463117000.0,72203000.0,,,,310848000.0,50208000.0,50208000.0,29858000.0,795511000.0,75873000.0,,392843000.0,392843000.0,,53305000.0,273490000.0,,,139765000.0,133725000.0,5401414000.0,3150051000.0,18247000.0,,0.0,3000.0,3000.0,0.0,,3131801000.0,,3131801000.0,29683000.0,3102118000.0,,,,,2251363000.0,,,996608000.0,,,,460271000.0,0.0,786846000.0,7638000.0,7638000.0,,2024-03-31
29844985.0,29844985.0,417358000.0,418656000.0,3799640000.0,4223421000.0,1181173000.0,3799640000.0,3804765000.0,3809792000.0,3804765000.0,3804765000.0,3506315000.0,298450000.0,298450000.0,1278615000.0,379311000.0,7175000.0,23483000.0,14431000.0,45420000.0,283775000.0,5027000.0,5027000.0,23483000.0,899304000.0,45900000.0,202748000.0,413629000.0,413629000.0,48652000.0,48652000.0,184466000.0,20355000.0,676000.0,202748000.0,163435000.0,5083380000.0,3002903000.0,-1000.0,4016000.0,0.0,3000.0,3000.0,5125000.0,5125000.0,2993760000.0,-1882286000.0,4876046000.0,36018000.0,487020000.0,3364464000.0,462290000.0,526254000.0,0.0,2080477000.0,6721000.0,245300000.0,875518000.0,64578000.0,78287000.0,732653000.0,117538000.0,0.0,834102000.0,1298000.0,1298000.0,1298000.0,2023-03-31
