Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Defined Pension Benefit,Cash Equivalents
,727350853.0,727350853.0,,67710000000.0,71210000000.0,,67710000000.0,,71210000000.0,71210000000.0,71210000000.0,,71210000000.0,,,,,1450000000.0,1450000000.0,41280000000.0,,,,,,,,,,,,,,,,,,,112490000000.0,38720000000.0,2180000000.0,,1770000000.0,,1110000000.0,1110000000.0,,460000000.0,460000000.0,1390000000.0,3500000000.0,3490000000.0,10000000.0,11080000000.0,,11080000000.0,370000000.0,10710000000.0,,,,,73770000000.0,3430000000.0,,,20630000000.0,,,,,100000000.0,30560000000.0,,,19050000000.0,8530000000.0,10520000000.0,,2024-03-31,,
17295450.0,710055403.0,727350853.0,2028000000.0,64512000000.0,68108000000.0,34908000000.0,64512000000.0,2025000000.0,68105000000.0,68105000000.0,68105000000.0,0.0,68105000000.0,,,,,1455000000.0,1455000000.0,42141000000.0,2084000000.0,876000000.0,1057000000.0,1057000000.0,0.0,151000000.0,40057000000.0,10584000000.0,,971000000.0,968000000.0,3000000.0,3502000000.0,22551000000.0,,,3091000000.0,19460000000.0,110246000000.0,35281000000.0,2421000000.0,,1524000000.0,,1415000000.0,1415000000.0,,441000000.0,441000000.0,246000000.0,3593000000.0,3580000000.0,13000000.0,12404000000.0,,12404000000.0,605000000.0,11799000000.0,,,,,74965000000.0,2680000000.0,,,25391000000.0,,,,,140000000.0,26523000000.0,,,20231000000.0,18324000000.0,1907000000.0,,2023-09-30,,
17295450.0,710055403.0,727350853.0,1833000000.0,56255000000.0,60006000000.0,26103000000.0,56255000000.0,1822000000.0,59995000000.0,59998000000.0,59995000000.0,0.0,59995000000.0,55000000.0,1197000000.0,-3080000000.0,46381000000.0,1455000000.0,1455000000.0,37620000000.0,1377000000.0,451000000.0,803000000.0,800000000.0,3000000.0,123000000.0,36243000000.0,7982000000.0,3392000000.0,1030000000.0,1022000000.0,8000000.0,3731000000.0,26587000000.0,5932000000.0,1000000.0,2829000000.0,17825000000.0,97615000000.0,35269000000.0,2407000000.0,53000000.0,1573000000.0,301000000.0,1609000000.0,1409000000.0,200000000.0,101000000.0,101000000.0,253000000.0,3740000000.0,3727000000.0,13000000.0,12177000000.0,-10337000000.0,22514000000.0,668000000.0,11509000000.0,14614000000.0,4655000000.0,2577000000.0,0.0,62346000000.0,2792000000.0,54000000.0,129000000.0,22300000000.0,2259000000.0,9397000000.0,6018000000.0,4626000000.0,501000000.0,24340000000.0,-1212000000.0,25552000000.0,12230000000.0,11079000000.0,1151000000.0,1151000000.0,2023-03-31,,
