Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
96899967.0,96899967.0,1013636000.0,1381222000.0,3949357000.0,5724402000.0,3946603000.0,3949357000.0,90616000.0,4433796000.0,4764076000.0,4433796000.0,4433796000.0,3946788000.0,,,487008000.0,487008000.0,2170097000.0,497118000.0,,,11870000.0,420896000.0,90616000.0,330280000.0,61706000.0,1672979000.0,116701000.0,960326000.0,960326000.0,,235500000.0,181778000.0,,,0.0,181778000.0,6603893000.0,984311000.0,93890000.0,,0.0,15096000.0,15096000.0,484439000.0,369407000.0,115032000.0,390886000.0,,390886000.0,181502000.0,209384000.0,,,,5619582000.0,504356000.0,,0.0,,50153000.0,2688588000.0,,,2376485000.0,2099515000.0,276970000.0,,2024-03-31
96530799.0,96530799.0,1096011000.0,1518682000.0,3613960000.0,5488956000.0,3881097000.0,3613960000.0,93471000.0,4063745000.0,4446265000.0,4063745000.0,4063745000.0,3581091000.0,,,482654000.0,482654000.0,2250556000.0,541460000.0,1743000.0,,18624000.0,475991000.0,93471000.0,382520000.0,42611000.0,1709096000.0,105116000.0,1042691000.0,1042691000.0,,210780000.0,198002000.0,,,0.0,198002000.0,6314301000.0,724108000.0,94241000.0,,0.0,12740000.0,12740000.0,449785000.0,334753000.0,115032000.0,167342000.0,,167342000.0,0.0,167342000.0,,,,5590193000.0,522046000.0,,0.0,,83350000.0,2742473000.0,,,2242324000.0,1913124000.0,329200000.0,,2023-09-30
96530799.0,96530799.0,1263636354.0,1619935422.0,3301846025.0,5225852630.0,3599269825.0,3301846025.0,124305104.0,3730222312.0,4155846942.0,3730222312.0,3730222312.0,20517871.0,2910116938.0,134239483.0,482653995.0,482653995.0,2234720902.0,618752294.0,3521655.0,45288307.0,18132385.0,549929734.0,124305104.0,425624630.0,45288000.0,1615968608.0,36357376.0,1070005688.0,1070005688.0,129596099.0,226819000.0,278322093.0,76437008.0,488181.0,0.0,201396904.0,5964943214.0,749704781.0,83157307.0,28340457.0,0.0,8698000.0,8698000.0,428376287.0,313344422.0,115031865.0,209830730.0,-424648222.0,634478952.0,0.0,58407973.0,311037399.0,265033580.0,0.0,5215238433.0,449853307.0,389611375.0,0.0,1462656159.0,48581708.0,2566260783.0,0.0,2566260783.0,298275101.0,66281137.0,231993964.0,231993964.0,2023-03-31
