Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
69210600.0,69210600.0,17495400000.0,18013900000.0,20896300000.0,38859000000.0,-8238800000.0,20896300000.0,52100000.0,20897200000.0,29700900000.0,20897200000.0,20897200000.0,20203400000.0,,,693800000.0,693800000.0,39551400000.0,14863100000.0,2100000.0,,,3973300000.0,8823400000.0,19700000.0,8803700000.0,2064300000.0,24688300000.0,2974800000.0,9190500000.0,32400000.0,9158100000.0,,219600000.0,10604600000.0,,,42700000.0,10561900000.0,60448600000.0,43999100000.0,291000000.0,,189600000.0,189600000.0,45500000.0,900000.0,,43143500000.0,,43143500000.0,155100000.0,42988400000.0,,,,,16449500000.0,1134800000.0,17100000.0,,,10216700000.0,,,,104800000.0,,4495900000.0,,,480200000.0,13800000.0,466400000.0,,2024-03-31
69210600.0,69210600.0,20070300000.0,20301100000.0,20679100000.0,40920000000.0,-7693000000.0,20679100000.0,66400000.0,20685300000.0,31345900000.0,20685300000.0,20685300000.0,19991500000.0,,,693800000.0,693800000.0,42074400000.0,16278300000.0,2200000.0,,,3821400000.0,10677700000.0,17100000.0,10660600000.0,1777000000.0,25796100000.0,3314600000.0,9623400000.0,49300000.0,9574100000.0,,221400000.0,10624500000.0,,,340700000.0,10283800000.0,62759700000.0,44656600000.0,228600000.0,,180300000.0,180300000.0,52100000.0,6200000.0,,43858700000.0,,43858700000.0,401900000.0,43456800000.0,,,,,18103100000.0,1449600000.0,20400000.0,,,11596200000.0,,,,52100000.0,,4804900000.0,,,179900000.0,15500000.0,164400000.0,,2023-09-30
69210600.0,69210600.0,17461478000.0,18707791000.0,19428966000.0,38049206000.0,-10377092000.0,19428966000.0,99648000.0,19441063000.0,30087044000.0,19441063000.0,19441063000.0,,878700000.0,1797311000.0,693778000.0,693778000.0,41789682000.0,15769647000.0,,242000.0,2050000.0,3320699000.0,10682460000.0,36479000.0,10645981000.0,1764196000.0,26020035000.0,,8025331000.0,63169000.0,7962162000.0,651076000.0,,14203237000.0,1124726000.0,9314000.0,250546000.0,12818651000.0,61230745000.0,45587802000.0,,683766000.0,6424000.0,6424000.0,52188000.0,12097000.0,12097000.0,44748401000.0,-17146927000.0,61895328000.0,202304000.0,,51901974000.0,8869976000.0,921074000.0,0.0,15642943000.0,,,9314000.0,615154000.0,9597454000.0,187008000.0,1788842000.0,7621604000.0,411041000.0,559117000.0,3299729000.0,-221720000.0,3521449000.0,1151134000.0,4469000.0,1146665000.0,1146665000.0,2023-03-31
