Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Minority Interests
0.0,0.277646,990877000.0,,,575928000.0,176665000.0,-79091000.0,990877000.0,814212000.0,-17013000.0,17013000.0,575928000.0,575928000.0,2144468000.0,,,,,575928000.0,575928000.0,0.0,575928000.0,575860000.0,575860000.0,221339000.0,797199000.0,119629000.0,,-17013000.0,17013000.0,694583000.0,2223559000.0,1900169000.0,176665000.0,176665000.0,2918142000.0,-79091000.0,2839051000.0,2839051000.0,2024-03-31,
0.0,0.248642,1546807000.0,0.0,0.0,1015279000.0,176599000.0,469538000.0,1546807000.0,1370208000.0,-18950000.0,18950000.0,1015279000.0,1015279000.0,2848446000.0,123363183.0,123213471.0,8.23,8.24,1015279000.0,1015279000.0,0.0,1015279000.0,1015279000.0,1015279000.0,335979000.0,1351258000.0,92393000.0,0.0,-18950000.0,18950000.0,1277815000.0,2378908000.0,2020132000.0,176599000.0,176599000.0,3656723000.0,469538000.0,4126261000.0,4126261000.0,2023-12-31,
0.0,0.243926,1066495000.0,0.0,0.0,660006000.0,175030000.0,187674000.0,1066495000.0,891465000.0,-18527000.0,18527000.0,660006000.0,660006000.0,2125100000.0,123596629.0,123135448.0,5.34,5.36,660006000.0,660006000.0,0.0,660006000.0,660006000.0,660006000.0,212932000.0,872938000.0,111920000.0,0.0,-18527000.0,18527000.0,779545000.0,1937426000.0,1570392000.0,175030000.0,175030000.0,2716971000.0,187674000.0,2904645000.0,2904645000.0,2023-09-30,
0.0,0.249418,1455648000.0,0.0,0.0,938562000.0,175077000.0,298621000.0,1455648000.0,1280571000.0,-30125000.0,30125000.0,938562000.0,938562000.0,2259662000.0,123495000.0,123009436.0,7.6,7.63,938562000.0,938562000.0,0.0,938562000.0,938562000.0,938562000.0,311884000.0,1250446000.0,109295000.0,0.0,-30125000.0,30125000.0,1171276000.0,1961041000.0,1582589000.0,175077000.0,175077000.0,3132317000.0,298621000.0,3430938000.0,3430938000.0,2023-06-30,
48818130.01146,0.250021,1802563000.0,195256000.0,195256000.0,1365095000.0,172966000.0,-250643000.0,1997819000.0,1824853000.0,7187000.0,4675000.0,1218657130.01146,1365095000.0,2037791000.0,,,,,1365095000.0,1365095000.0,0.0,1365095000.0,1365095000.0,1365095000.0,455083000.0,1820178000.0,-281059000.0,157458000.0,7187000.0,4675000.0,1771036000.0,2288434000.0,-3562879000.0,172966000.0,172500000.0,4059470000.0,-250643000.0,3808827000.0,3808827000.0,2023-03-31,
,,,0.0,0.0,,,,,,,,,,,112584041.0,112069371.0,8.71,8.75,,,,,,,,,,0.0,,,,,,,,,,,,2022-12-31,
0.0,0.259543,809000000.0,0.0,0.0,448565000.0,186399000.0,-180307000.0,809000000.0,622601000.0,-17006000.0,17006000.0,448565000.0,448565000.0,1601346000.0,123571625.0,123396969.0,3.63,3.635138,448565000.0,448565000.0,0.0,448565000.0,448417000.0,448417000.0,157178000.0,605595000.0,97027000.0,0.0,-17006000.0,17006000.0,525574000.0,1781653000.0,1448093000.0,186399000.0,186399000.0,2307227000.0,-180307000.0,2126920000.0,2126920000.0,2024-06-30 00:00:00,148000.0
