Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Trading Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
222502384.0,222502384.0,4196371000.0,12566902000.0,24212174000.0,34933725000.0,-2761762000.0,24212174000.0,4185839000.0,26552662000.0,29879950000.0,26552814000.0,152000.0,26552662000.0,24327638000.0,,,2225024000.0,2225024000.0,16221652000.0,8266561000.0,10251000.0,,,,,37723000.0,7339595000.0,4012307000.0,3327288000.0,84979000.0,7955091000.0,349495000.0,5227307000.0,173532000.0,5053775000.0,,149924000.0,1773613000.0,,1773613000.0,42774466000.0,37581137000.0,288368000.0,,1543160000.0,144939000.0,,144939000.0,,2340488000.0,6153000.0,2334335000.0,32872426000.0,,32872426000.0,544351000.0,32328075000.0,,,,,5193329000.0,136222000.0,,,,93490000.0,,,,595651000.0,,,4367966000.0,183274000.0,4184692000.0,,2024-03-31
222502384.0,222502384.0,22409330000.0,26628270000.0,6253310000.0,31124140000.0,-16270740000.0,6253310000.0,4100800000.0,8596670000.0,16231170000.0,8596800000.0,130000.0,8596670000.0,,1845350000.0,5026300000.0,1725020000.0,1725020000.0,29781530000.0,12417090000.0,,77590000.0,615390000.0,1700000.0,12140000.0,39340000.0,11566980000.0,3932480000.0,7634500000.0,,17364440000.0,3200000.0,15061290000.0,168320000.0,14892970000.0,134420000.0,,1679760000.0,508310000.0,1171450000.0,38378330000.0,37284630000.0,,271220000.0,1137490000.0,28480000.0,0.0,27700000.0,780000.0,2343360000.0,9020000.0,2334340000.0,33088870000.0,-9431710000.0,42520580000.0,697500000.0,16210000.0,9072570000.0,16876900000.0,15857400000.0,0.0,1093700000.0,,40000.0,11330000.0,402710000.0,85970000.0,78790000.0,7180000.0,10550000.0,458510000.0,-63600000.0,522110000.0,124590000.0,6450000.0,118140000.0,118140000.0,2023-09-30
222502384.0,222502384.0,20358070000.0,24443410000.0,3539440000.0,24001150000.0,-1152150000.0,3539440000.0,3987330000.0,3545070000.0,23635360000.0,3545070000.0,0.0,3545070000.0,,2108070000.0,0.0,1437000000.0,1437000000.0,26657610000.0,24680260000.0,,64420000.0,525590000.0,525590000.0,16750000.0,40270000.0,23921440000.0,3831150000.0,20090290000.0,,1977350000.0,4770000.0,521970000.0,156180000.0,365790000.0,118210000.0,,1001170000.0,216950000.0,784220000.0,30202680000.0,29377480000.0,,128730000.0,1035690000.0,26560000.0,0.0,26560000.0,0.0,5630000.0,5630000.0,0.0,27871460000.0,-9071810000.0,36943270000.0,488080000.0,16210000.0,7780350000.0,14691420000.0,13967210000.0,0.0,825200000.0,,2300000.0,0.0,178250000.0,75660000.0,67950000.0,7710000.0,7850000.0,447610000.0,-60670000.0,508280000.0,113530000.0,15520000.0,98010000.0,98010000.0,2023-03-31
