Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable
55983969.0,55983969.0,35000000.0,12814800000.0,13242100000.0,10506600000.0,12814800000.0,35000000.0,13242100000.0,13242100000.0,13242100000.0,13242100000.0,13130100000.0,,,112000000.0,112000000.0,3675600000.0,173500000.0,20700000.0,,,23200000.0,28500000.0,28500000.0,0.0,101100000.0,3502100000.0,2890700000.0,,6500000.0,6500000.0,0.0,,45300000.0,501100000.0,,,501100000.0,16917700000.0,2909000000.0,8400000.0,,0.0,917700000.0,917700000.0,427300000.0,427300000.0,1555600000.0,,1555600000.0,71800000.0,1483800000.0,,,,,14008700000.0,726500000.0,,,2668000000.0,,,,,56500000.0,3987800000.0,6569900000.0,5688500000.0,881400000.0,,,2024-03-31,,
55983969.0,55983969.0,27000000.0,11997300000.0,12016500000.0,10259300000.0,11997300000.0,27000000.0,12016500000.0,12016500000.0,12016500000.0,12016500000.0,11904500000.0,,,112000000.0,112000000.0,2729500000.0,227600000.0,95900000.0,,,9700000.0,16200000.0,16200000.0,0.0,105800000.0,2501900000.0,1983900000.0,,10800000.0,10800000.0,0.0,,31000000.0,402800000.0,,,402800000.0,14746000000.0,1984800000.0,110800000.0,,0.0,661100000.0,661100000.0,19200000.0,,1193700000.0,,1193700000.0,0.0,1193700000.0,,,,,12761200000.0,442700000.0,,,2560600000.0,,,,,83800000.0,3450900000.0,6223200000.0,5583800000.0,639400000.0,,,2023-09-30,,
55983969.0,55983969.0,24900000.0,11650900000.0,11678100000.0,11089300000.0,11650900000.0,17700000.0,11670900000.0,11673500000.0,11670900000.0,11670900000.0,11558800000.0,3529900000.0,8042600000.0,112000000.0,112000000.0,2678500000.0,1416100000.0,-100000.0,102500000.0,1306800000.0,0.0,6900000.0,4300000.0,2600000.0,102500000.0,1262400000.0,664400000.0,0.0,18000000.0,13400000.0,4600000.0,31400000.0,31400000.0,613100000.0,182500000.0,0.0,430600000.0,14349400000.0,1997700000.0,-300000.0,37800000.0,3000000.0,838700000.0,838700000.0,20000000.0,20000000.0,1114200000.0,-214200000.0,1328400000.0,13500000.0,60200000.0,643800000.0,436000000.0,174900000.0,0.0,12351700000.0,379700000.0,25400000.0,415500000.0,1929500000.0,287700000.0,312500000.0,1329300000.0,69400000.0,4100000.0,3824800000.0,6083000000.0,3960600000.0,2122400000.0,1842400000.0,280000000.0,2023-03-31,,
