Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
44000000.0,44000000.0,2257376000.0,2492238000.0,4072875000.0,6379990000.0,2456952000.0,4072875000.0,216288000.0,4104040000.0,5128065000.0,4320977000.0,216937000.0,4104040000.0,3884040000.0,,220000000.0,220000000.0,5213998000.0,1206333000.0,,,8221000.0,44439000.0,1135910000.0,111885000.0,1024025000.0,15174000.0,4007665000.0,97322000.0,,1356328000.0,104403000.0,1251925000.0,,20989000.0,2437920000.0,,,2866000.0,2435054000.0,9534975000.0,3070358000.0,481204000.0,,9462000.0,9462000.0,58679000.0,58679000.0,31165000.0,17445000.0,13720000.0,2410997000.0,,2410997000.0,286498000.0,2124499000.0,,,,,6464617000.0,555677000.0,,44696000.0,,,1958895000.0,,,,,2647000.0,,3226771000.0,,,675931000.0,657357000.0,18574000.0,,2024-03-31
44000000.0,44000000.0,2644221000.0,2916460000.0,3802263000.0,6486436000.0,2738720000.0,3802263000.0,265263000.0,3835239000.0,4896572000.0,3980459000.0,145220000.0,3835239000.0,3615239000.0,,220000000.0,220000000.0,5627817000.0,1322947000.0,,,10389000.0,70723000.0,1226527000.0,165194000.0,1061333000.0,12831000.0,4304870000.0,103540000.0,,1689933000.0,100069000.0,1589864000.0,,20447000.0,2317854000.0,,,243674000.0,2074180000.0,9608276000.0,2564686000.0,315921000.0,,12385000.0,12385000.0,57477000.0,57477000.0,32976000.0,19256000.0,13720000.0,2133472000.0,,2133472000.0,306370000.0,1827102000.0,,,,,7043590000.0,476031000.0,,48604000.0,,,1578053000.0,,,,,3587000.0,,3580885000.0,,,1356430000.0,1349454000.0,6976000.0,,2023-09-30
44000000.0,44000000.0,2573125000.0,2665392000.0,3081813000.0,5775896000.0,2038362000.0,3081813000.0,5964000.0,3116468000.0,4080777000.0,3258042000.0,141574000.0,3116468000.0,2896468000.0,2350095000.0,220000000.0,220000000.0,5028851000.0,1194030000.0,2048000.0,12040000.0,728000.0,211288000.0,967926000.0,3617000.0,964309000.0,12040000.0,3834821000.0,34841000.0,17031000.0,1697466000.0,2347000.0,1695119000.0,6212000.0,11307000.0,1951327000.0,22252000.0,3598000.0,3190000.0,1922287000.0,8286893000.0,2413710000.0,143185000.0,128598000.0,689087000.0,689087000.0,56053000.0,56053000.0,34655000.0,20935000.0,13720000.0,1471729000.0,-1034002000.0,2505731000.0,35308000.0,71181000.0,1739288000.0,494636000.0,165318000.0,0.0,5873183000.0,314572000.0,5423000.0,111089000.0,16714000.0,141282000.0,1869527000.0,22120000.0,1008346000.0,427307000.0,411754000.0,47911000.0,127958000.0,3413909000.0,-13364000.0,3427273000.0,139370000.0,53067000.0,86303000.0,86303000.0,2023-03-31
