Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Raw Materials,Other Receivables,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
76004409.0,76004409.0,7788300000.0,11167700000.0,7333300000.0,18125200000.0,4123800000.0,7333300000.0,381800000.0,7339300000.0,9539400000.0,7355700000.0,16400000.0,7339300000.0,6579300000.0,760000000.0,760000000.0,42117800000.0,3537700000.0,,,2500400000.0,300300000.0,2200100000.0,134300000.0,38580100000.0,23642700000.0,8667300000.0,81500000.0,8585800000.0,151800000.0,5778500000.0,41000000.0,5737500000.0,49473500000.0,6769600000.0,2292800000.0,1903300000.0,652000000.0,652000000.0,173700000.0,6000000.0,6000000.0,0.0,1180800000.0,1180800000.0,0.0,1180800000.0,42703900000.0,2388300000.0,34685200000.0,556700000.0,5073700000.0,2076100000.0,2997600000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,
76004409.0,76004409.0,6684200000.0,8930500000.0,8458500000.0,19137900000.0,8266900000.0,8458500000.0,174700000.0,10382100000.0,15939500000.0,10445400000.0,63300000.0,10382100000.0,9622100000.0,760000000.0,760000000.0,34850900000.0,6406400000.0,35900000.0,19200000.0,5680300000.0,122900000.0,5557400000.0,88600000.0,28444500000.0,20500700000.0,3250200000.0,51800000.0,3198400000.0,143000000.0,4321700000.0,93800000.0,4227900000.0,45296300000.0,8584900000.0,2512600000.0,1570000000.0,623600000.0,623600000.0,349300000.0,1923600000.0,7100000.0,1916500000.0,1034700000.0,1034700000.0,100000.0,1034600000.0,36711400000.0,2442100000.0,30266900000.0,502700000.0,3499700000.0,1428100000.0,2071600000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,
76004409.0,76004409.0,3157900000.0,5614800000.0,8415000000.0,15878800000.0,7739200000.0,8415000000.0,199600000.0,10463600000.0,13955600000.0,10549200000.0,85600000.0,10463600000.0,9703600000.0,760000000.0,760000000.0,31652500000.0,4669300000.0,35900000.0,19200000.0,3626000000.0,134000000.0,3492000000.0,494900000.0,26983200000.0,20645000000.0,1988800000.0,65600000.0,1923200000.0,122400000.0,3936900000.0,206400000.0,3730500000.0,42201700000.0,7479300000.0,1077700000.0,1789000000.0,1081700000.0,1081700000.0,178400000.0,2048600000.0,8300000.0,2040300000.0,771900000.0,771900000.0,100400000.0,671500000.0,34722400000.0,1831900000.0,28937600000.0,273400000.0,3679500000.0,1422200000.0,2257300000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,
