Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
207448690.0,207448690.0,,476700000.0,544400000.0,113600000.0,476700000.0,544400000.0,544400000.0,556300000.0,11900000.0,544400000.0,337000000.0,,,207400000.0,207400000.0,379400000.0,6400000.0,,,4000000.0,,,2400000.0,373000000.0,175100000.0,,,,2100000.0,10800000.0,,0.0,10800000.0,935700000.0,449100000.0,1400000.0,7500000.0,334700000.0,334700000.0,67700000.0,67700000.0,37800000.0,,37800000.0,,37800000.0,,,,486600000.0,150200000.0,,,7200000.0,102900000.0,,,226300000.0,79500000.0,146800000.0,,,2024-03-31
207448690.0,207448690.0,,526370000.0,627830000.0,119180000.0,526370000.0,627830000.0,627830000.0,639750000.0,11920000.0,627830000.0,420380000.0,,,207450000.0,207450000.0,429460000.0,6390000.0,,,3980000.0,,,2410000.0,423070000.0,186380000.0,,,,2130000.0,12630000.0,,0.0,12630000.0,1069210000.0,526960000.0,1930000.0,7480000.0,354220000.0,354220000.0,101460000.0,101460000.0,61870000.0,,61870000.0,,61870000.0,,,,542250000.0,159150000.0,,,5620000.0,90230000.0,,,287250000.0,95540000.0,191710000.0,,,2023-09-30
207448690.0,207448690.0,62070000.0,570270000.0,767620000.0,149900000.0,570270000.0,705550000.0,705550000.0,717490000.0,11940000.0,705550000.0,498100000.0,-1373370000.0,1014810000.0,207450000.0,207450000.0,434210000.0,6470000.0,-10000.0,2500000.0,3980000.0,0.0,0.0,2500000.0,427740000.0,10730000.0,62070000.0,62070000.0,2130000.0,-910000.0,131750000.0,33370000.0,90620000.0,7760000.0,1151700000.0,574060000.0,-20000.0,16400000.0,298020000.0,298020000.0,135280000.0,135280000.0,91040000.0,-411030000.0,502070000.0,0.0,91030000.0,498650000.0,3420000.0,0.0,577640000.0,80000.0,159320000.0,90630000.0,0.0,78840000.0,-18820000.0,97660000.0,248770000.0,1060000.0,247710000.0,130560000.0,117150000.0,2023-03-31
