Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Net PPE,Gross PPE,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Date
15500444.0,15500444.0,,10692000.0,2261903000.0,2269402000.0,1911142000.0,2261903000.0,3193000.0,2261903000.0,2267692000.0,2261903000.0,2261903000.0,2106899000.0,155004000.0,155004000.0,361447000.0,9620000.0,,8956000.0,3167000.0,5789000.0,664000.0,351827000.0,114944000.0,1736000.0,26000.0,1710000.0,23399000.0,211748000.0,0.0,211748000.0,2623350000.0,360381000.0,,2738000.0,33696000.0,33696000.0,112933000.0,211014000.0,211014000.0,211014000.0,2262969000.0,528801000.0,278992000.0,,2075000.0,983318000.0,469783000.0,469783000.0,2024-03-31
15506285.0,15506285.0,278678000.0,312907000.0,2116424000.0,2426908000.0,1773274000.0,2116424000.0,2423000.0,2116424000.0,2124672000.0,2116424000.0,2116424000.0,1980744000.0,135680000.0,135680000.0,988020000.0,11251000.0,-1000.0,10657000.0,2409000.0,8248000.0,595000.0,976769000.0,163750000.0,302250000.0,14000.0,302236000.0,48596000.0,462173000.0,4500000.0,457673000.0,3104444000.0,354401000.0,27415000.0,2110000.0,,,112933000.0,211943000.0,211943000.0,211943000.0,2750043000.0,577915000.0,389839000.0,137507000.0,,1612976000.0,31806000.0,31806000.0,2023-09-30
15506285.0,15506285.0,,21458000.0,1914718000.0,1933368000.0,1584203000.0,1914718000.0,2808000.0,1914718000.0,1922174000.0,1914718000.0,1914718000.0,1779038000.0,135680000.0,135680000.0,599930000.0,10845000.0,-1000.0,10251000.0,2795000.0,7456000.0,595000.0,589085000.0,313516000.0,11207000.0,13000.0,11194000.0,24748000.0,239614000.0,18742000.0,220872000.0,2514648000.0,341360000.0,25720000.0,1549000.0,,,112933000.0,201158000.0,201158000.0,201158000.0,2173288000.0,474157000.0,496498000.0,,,869936000.0,332697000.0,332697000.0,2023-03-31
