Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
398477530.0,398477530.0,51000000.0,127244200000.0,127294900000.0,43975700000.0,127244200000.0,26000000.0,127269900000.0,127269900000.0,127283000000.0,13100000.0,127269900000.0,126472900000.0,797000000.0,797000000.0,23223900000.0,10188400000.0,16000000.0,4465400000.0,15200000.0,15200000.0,5691800000.0,13035500000.0,531300000.0,35800000.0,10800000.0,25000000.0,1434900000.0,8065200000.0,80100000.0,7985100000.0,150506900000.0,93495700000.0,4029600000.0,59718300000.0,59718300000.0,1290700000.0,1290700000.0,25700000.0,25700000.0,27818400000.0,27818400000.0,2358300000.0,25460100000.0,57011200000.0,1669800000.0,,13047600000.0,13344600000.0,5100800000.0,23848400000.0,18525500000.0,5322900000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,
398477530.0,398477530.0,23400000.0,123423400000.0,123438800000.0,42087400000.0,123423400000.0,23400000.0,123438800000.0,123438800000.0,123454700000.0,15900000.0,123438800000.0,122641800000.0,797000000.0,797000000.0,23571600000.0,8008000000.0,16600000.0,5078000000.0,14600000.0,14600000.0,2898800000.0,15563600000.0,1001600000.0,8800000.0,8800000.0,,1039700000.0,9866900000.0,307400000.0,9559500000.0,147026300000.0,89375300000.0,3693900000.0,56117000000.0,56117000000.0,1253700000.0,1253700000.0,15400000.0,15400000.0,27677500000.0,27677500000.0,2631500000.0,25046000000.0,57651000000.0,1476100000.0,0.0,9868200000.0,12710500000.0,7733200000.0,25863000000.0,16936500000.0,8926500000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,
398477530.0,398477530.0,23900000.0,120381200000.0,120398700000.0,42923200000.0,120381200000.0,23900000.0,120398700000.0,120398700000.0,120414400000.0,15700000.0,120398700000.0,119601700000.0,797000000.0,797000000.0,18678100000.0,7869700000.0,7100000.0,4731900000.0,14800000.0,14800000.0,3115900000.0,10808400000.0,700800000.0,9100000.0,9100000.0,0.0,963700000.0,6619200000.0,228700000.0,6390500000.0,139092500000.0,85360900000.0,3353000000.0,52388800000.0,52388800000.0,1208000000.0,1208000000.0,17500000.0,17500000.0,27773800000.0,27773800000.0,1996000000.0,25777800000.0,53731600000.0,1904100000.0,0.0,13237100000.0,19086800000.0,4974100000.0,14529500000.0,3550500000.0,10979000000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,
