Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
13360000.0,13360000.0,226218000.0,261747000.0,502651000.0,768746000.0,432780000.0,502651000.0,506999000.0,679524000.0,509582000.0,2583000.0,506999000.0,373399000.0,,,133600000.0,133600000.0,1139652000.0,253490000.0,70000000.0,,7335000.0,172525000.0,172525000.0,3630000.0,886162000.0,253341000.0,,89222000.0,89222000.0,,897000.0,507656000.0,,,507656000.0,1649234000.0,330292000.0,14506000.0,,0.0,105835000.0,105835000.0,,21031000.0,4348000.0,4348000.0,88809000.0,,88809000.0,0.0,88809000.0,,,,1318942000.0,141505000.0,,293880000.0,316828000.0,,231523000.0,,,335206000.0,299677000.0,35529000.0,,2024-03-31
13360000.0,13360000.0,14715000.0,202508000.0,813028000.0,838237000.0,628402000.0,813028000.0,813577000.0,813577000.0,813701000.0,124000.0,813577000.0,679977000.0,,,133600000.0,133600000.0,464380000.0,181531000.0,1000.0,,1255000.0,177848000.0,,2427000.0,282849000.0,14912000.0,,24660000.0,24660000.0,,411000.0,19986000.0,,,19986000.0,1278081000.0,366830000.0,14504000.0,,0.0,228138000.0,228138000.0,,21031000.0,549000.0,549000.0,66102000.0,,66102000.0,0.0,66102000.0,,,,911251000.0,1267000.0,,,820530000.0,,55095000.0,,,34359000.0,24414000.0,9945000.0,,2023-09-30
13360000.0,13360000.0,90751000.0,131673000.0,819627000.0,951848000.0,516280000.0,819627000.0,820175000.0,863748000.0,820302000.0,127000.0,820175000.0,686574000.0,-125060000.0,907806000.0,133600000.0,133600000.0,417041000.0,45568000.0,-1000.0,950000.0,1046000.0,43573000.0,43573000.0,950000.0,371473000.0,2000.0,144000.0,88100000.0,88100000.0,567000.0,80000.0,282580000.0,223539000.0,1265000.0,57776000.0,1237343000.0,349590000.0,1000.0,49457000.0,445000.0,202700000.0,210593000.0,202700000.0,21031000.0,548000.0,548000.0,66652000.0,-38899000.0,105548000.0,0.0,312000.0,4388000.0,100848000.0,0.0,887753000.0,83000.0,14827000.0,,770792000.0,15000.0,58082000.0,0.0,58082000.0,43954000.0,3032000.0,40922000.0,40922000.0,2023-03-31
