Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Accrued Expenses,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
2926924.0,271216884.0,274143808.0,3287520000.0,7158230000.0,21905940000.0,5038590000.0,7158230000.0,2840160000.0,21458580000.0,21459170000.0,21629670000.0,171090000.0,21458580000.0,18746410000.0,,2712170000.0,2712170000.0,20049290000.0,4923400000.0,,,695720000.0,2168070000.0,2167480000.0,590000.0,512840000.0,15125890000.0,6332630000.0,1119450000.0,672680000.0,446770000.0,771230000.0,3630530000.0,,,1232840000.0,2397690000.0,41678960000.0,21514480000.0,16960000.0,,787930000.0,698370000.0,698370000.0,,81380000.0,14300350000.0,2837100000.0,11463250000.0,5433880000.0,,5433880000.0,5160000.0,5428720000.0,,,,,20164480000.0,712510000.0,,,,902490000.0,,,,2068940000.0,7489470000.0,,,8991070000.0,2440880000.0,6550190000.0,,,2024-03-31
3130839.0,271012969.0,274143808.0,3759520000.0,4360980000.0,19726880000.0,2688730000.0,4360980000.0,2604830000.0,18572190000.0,18573630000.0,18703390000.0,131200000.0,18572190000.0,15862060000.0,,2710130000.0,2710130000.0,18742610000.0,4881930000.0,,,698940000.0,2056370000.0,2054930000.0,1440000.0,475560000.0,13860680000.0,4777500000.0,1703150000.0,549900000.0,1153250000.0,920020000.0,3362510000.0,,,870560000.0,2491950000.0,37446000000.0,20896590000.0,23590000.0,,766510000.0,532130000.0,532130000.0,,0.0,14211210000.0,3005450000.0,11205760000.0,5035450000.0,,5035450000.0,42180000.0,4993270000.0,,,,,16549410000.0,539480000.0,,,,890500000.0,,,,1956430000.0,6926290000.0,,,6236710000.0,1501690000.0,4735020000.0,,,2023-09-30
3797418.0,270346390.0,274143808.0,2865260000.0,4140420000.0,17007480000.0,3335180000.0,4140420000.0,2373160000.0,16515380000.0,16517640000.0,16632940000.0,117560000.0,16515380000.0,270960000.0,11207220000.0,2703460000.0,2703460000.0,17372810000.0,5692270000.0,174450000.0,0.0,600120000.0,1866540000.0,1864280000.0,2260000.0,375450000.0,11680540000.0,997370000.0,998720000.0,508880000.0,489840000.0,517250000.0,4919360000.0,2814010000.0,3410000.0,458590000.0,1643350000.0,34005750000.0,18990030000.0,8000000.0,139370000.0,698700000.0,288510000.0,288060000.0,450000.0,252220000.0,12374960000.0,2272390000.0,10102570000.0,4794660000.0,-3214290000.0,8008950000.0,56430000.0,4738230000.0,2751790000.0,4776830000.0,423900000.0,0.0,15015720000.0,516050000.0,0.0,3420000.0,512880000.0,587500000.0,155420000.0,99000000.0,333080000.0,2106310000.0,5924400000.0,-287800000.0,6212200000.0,5877420000.0,1335290000.0,4542130000.0,845940000.0,3696190000.0,2023-03-31
