Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number
22170583.0,22170583.0,57480000.0,191890000.0,3050280000.0,3388850000.0,1035270000.0,3050280000.0,3196960000.0,3287700000.0,3196960000.0,3196960000.0,3152620000.0,,,44340000.0,44340000.0,803540000.0,262840000.0,53270000.0,,,780000.0,90740000.0,90740000.0,118050000.0,540700000.0,81910000.0,101150000.0,101150000.0,,34020000.0,82300000.0,,,82300000.0,4000500000.0,2424530000.0,21750000.0,,77980000.0,27970000.0,27970000.0,146680000.0,90880000.0,55800000.0,2150150000.0,,2150150000.0,585710000.0,1564440000.0,,,,,1575970000.0,182280000.0,,,246910000.0,,,830000.0,869950000.0,,,276000000.0,141590000.0,134410000.0,,2024-03-31,
22147347.0,22147347.0,4050000.0,193180000.0,2804220000.0,3160630000.0,974820000.0,2804220000.0,2967450000.0,3041810000.0,2967450000.0,2967450000.0,2923160000.0,,,44290000.0,44290000.0,805050000.0,228350000.0,53070000.0,,,640000.0,74360000.0,74360000.0,100280000.0,576700000.0,110240000.0,118820000.0,118820000.0,,44660000.0,93520000.0,,,93520000.0,3772500000.0,2220980000.0,54760000.0,,63760000.0,28440000.0,28440000.0,163230000.0,107430000.0,55800000.0,1910790000.0,,1910790000.0,269560000.0,1641230000.0,,,,,1551520000.0,198220000.0,,,244950000.0,,,970000.0,829750000.0,,,277630000.0,88500000.0,189130000.0,,2023-09-30,
22128989.0,22128989.0,,149880000.0,2640100000.0,2967740000.0,1063810000.0,2640100000.0,2817860000.0,2916770000.0,2817860000.0,2817860000.0,63580000.0,1862510000.0,779860000.0,44260000.0,44260000.0,805390000.0,232620000.0,45190000.0,87830000.0,45190000.0,690000.0,98910000.0,98910000.0,87830000.0,572770000.0,8470000.0,50970000.0,50970000.0,39550000.0,39550000.0,424760000.0,278330000.0,2040000.0,144390000.0,3623250000.0,1986670000.0,41820000.0,30710000.0,43120000.0,30710000.0,30710000.0,177760000.0,121960000.0,55800000.0,1716720000.0,-1297030000.0,3013750000.0,146520000.0,32300000.0,2155580000.0,657470000.0,21880000.0,0.0,1636580000.0,101650000.0,2040000.0,107690000.0,226220000.0,1040000.0,225180000.0,4250000.0,799000000.0,-81670000.0,880670000.0,395730000.0,90730000.0,305000000.0,305000000.0,2023-03-31,
