Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.273713,437640000.0,,,287210000.0,34060000.0,1683570000.0,437640000.0,403580000.0,-8130000.0,8130000.0,,287210000.0,287210000.0,2280510000.0,,,,,,287210000.0,287210000.0,0.0,287210000.0,287210000.0,287210000.0,108240000.0,395450000.0,56850000.0,,,,-8130000.0,8130000.0,,345830000.0,596940000.0,303920000.0,34060000.0,,34060000.0,,,,,942770000.0,1683570000.0,2626340000.0,2626340000.0,2024-03-31
0.0,0.286213,469370000.0,,,251260000.0,49320000.0,2020810000.0,469370000.0,420050000.0,-68040000.0,68040000.0,,251260000.0,251260000.0,2628200000.0,,57234624.0,57234624.0,4.39,4.39,251260000.0,251260000.0,0.0,251260000.0,251260000.0,251260000.0,100750000.0,352010000.0,23400000.0,,,,-68040000.0,68040000.0,,396650000.0,607390000.0,301750000.0,49320000.0,,49320000.0,,,,,1004040000.0,2020810000.0,3024850000.0,3024850000.0,2023-12-31
-1620512.0,0.2848,329930000.0,-5690000.0,-5690000.0,175930000.0,27940000.0,1696220000.0,324240000.0,296300000.0,-43720000.0,50310000.0,6590000.0,179999488.0,175930000.0,2020640000.0,440000.0,57224929.0,57224929.0,3.074359,3.074359,175930000.0,175930000.0,0.0,175930000.0,175930000.0,175930000.0,70060000.0,245990000.0,-15060000.0,-5690000.0,-160000.0,5850000.0,-43720000.0,50310000.0,6590000.0,307880000.0,324420000.0,106550000.0,27940000.0,460000.0,27480000.0,44200000.0,32710000.0,11490000.0,440000.0,632300000.0,1696220000.0,2328520000.0,2328520000.0,2023-06-30
0.0,0.28438,1038500000.0,,,504190000.0,115790000.0,2753030000.0,1038500000.0,922710000.0,-218160000.0,218160000.0,,504190000.0,504190000.0,4022620000.0,,,,,,504190000.0,504190000.0,0.0,504190000.0,504190000.0,504190000.0,200360000.0,704550000.0,613720000.0,,,,-218160000.0,218160000.0,,308990000.0,1269590000.0,681770000.0,115790000.0,,115790000.0,,,,,1578580000.0,2753030000.0,4331610000.0,4331610000.0,2023-03-31
0.0,0.306815,369300000.0,,,195790000.0,27540000.0,1767910000.0,369300000.0,341760000.0,-59310000.0,59310000.0,,195790000.0,195790000.0,2105510000.0,,57224929.0,57224929.0,3.421411,3.421411,195790000.0,195790000.0,0.0,195790000.0,195790000.0,195790000.0,86660000.0,282450000.0,27210000.0,,,,-59310000.0,59310000.0,,314550000.0,337600000.0,173160000.0,27540000.0,,27540000.0,,,,,652150000.0,1767910000.0,2420060000.0,2420060000.0,2022-12-31
0.0,0.250102,443000000.0,,,294770000.0,48540000.0,1991640000.0,443000000.0,394460000.0,-1380000.0,1380000.0,,294770000.0,294770000.0,2569480000.0,,57236893.0,57236893.0,5.15,5.15,294770000.0,294770000.0,0.0,294770000.0,294770000.0,294770000.0,98310000.0,393080000.0,21240000.0,,,,-1380000.0,1380000.0,,373220000.0,577840000.0,280510000.0,48540000.0,,48540000.0,,,,,951060000.0,1991640000.0,2942700000.0,2942700000.0,2024-06-30 00:00:00
