Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,243155000.0,0.0,0.0,34427000.0,24441000.0,2939716000.0,243155000.0,218714000.0,-151911000.0,151911000.0,34427000.0,34427000.0,3253649000.0,,,,,34427000.0,34427000.0,0.0,34427000.0,34427000.0,0.0,34427000.0,32375000.0,66803000.0,31029000.0,0.0,-151911000.0,151911000.0,187685000.0,313933000.0,219992000.0,24441000.0,24441000.0,501618000.0,2939716000.0,3441334000.0,3441334000.0,2024-03-31
0.0,0.265626,254577000.0,0.0,0.0,53964000.0,24526000.0,2582295000.0,254577000.0,230051000.0,-156568000.0,156568000.0,53964000.0,53964000.0,2888953000.0,31557895.0,31557895.0,1.71,1.71,53964000.0,53964000.0,0.0,53964000.0,53964000.0,0.0,53964000.0,19519000.0,73483000.0,5945000.0,0.0,-156568000.0,156568000.0,224105000.0,306658000.0,209114000.0,24526000.0,24526000.0,530763000.0,2582295000.0,3113058000.0,3113058000.0,2023-12-31
0.0,0.284007,208043000.0,0.0,0.0,34140000.0,24446000.0,2199054000.0,208043000.0,183597000.0,-135915000.0,135915000.0,34140000.0,34140000.0,2514228000.0,33145631.0,33145631.0,1.03,1.03,34140000.0,34140000.0,0.0,34140000.0,34140000.0,0.0,34140000.0,13542000.0,47682000.0,10025000.0,0.0,-135915000.0,135915000.0,173573000.0,315174000.0,219425000.0,24446000.0,24446000.0,488747000.0,2199054000.0,2687801000.0,2687801000.0,2023-09-30
0.0,0.24956,187113000.0,0.0,0.0,32004000.0,24094000.0,2388113000.0,187113000.0,163019000.0,-120372000.0,120372000.0,32004000.0,32004000.0,2729931000.0,33337500.0,33337500.0,0.96,0.96,32004000.0,32004000.0,0.0,32004000.0,32004000.0,0.0,32004000.0,10643000.0,42647000.0,4759000.0,0.0,-120372000.0,120372000.0,158259000.0,341818000.0,245289000.0,24094000.0,24094000.0,500077000.0,2388113000.0,2888190000.0,2888190000.0,2023-06-30
89150.789061,0.377758,167274000.0,236000.0,236000.0,45186000.0,23175000.0,2706939000.0,167510000.0,144335000.0,-93185000.0,71717000.0,45039150.789061,45186000.0,2939207000.0,,,,,41486000.0,41486000.0,0.0,45186000.0,45186000.0,0.0,45186000.0,27432000.0,72618000.0,-15867000.0,236000.0,-93185000.0,71717000.0,185984000.0,232268000.0,-273686000.0,23175000.0,23134000.0,418252000.0,2706939000.0,3125191000.0,3125191000.0,2023-03-31
,,,,,,,,,,,,,,,31778528.0,31778528.0,1.63,1.63,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.398781,155253000.0,0.0,0.0,4933000.0,23905000.0,2144966000.0,155253000.0,131348000.0,-123143000.0,123143000.0,4933000.0,4933000.0,2407204000.0,29437000.0,29437000.0,0.04,0.04,4933000.0,4933000.0,0.0,4933000.0,4933000.0,0.0,4933000.0,3272000.0,8205000.0,12138000.0,0.0,-123143000.0,123143000.0,119211000.0,262238000.0,169411000.0,23905000.0,23905000.0,381449000.0,2144966000.0,2526415000.0,2526415000.0,2024-06-30 00:00:00
