Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
105.499342,0.13115,-710268798.94,804.42,804.42,-543152384.05,-28403411.62,-2222361751.94,-710267994.52,-710267994.52,85128880.76,-85128880.76,-543153082.970658,-543152384.05,-2558825774.67,,,,,-543152384.05,-543152384.05,0.0,-543152384.05,-543152384.05,0.0,-543152384.05,-81986729.71,-625139113.76,-549176141.71,804.42,85128880.76,-85128880.76,-161092657.23,-336464022.73,-180785088.89,-28403411.62,-28403411.62,-497556679.96,-2222361751.94,-2719918431.9,-2719918431.9,2024-03-31
0.0,0.3,9770000.0,,,-43184000.0,13428000.0,759865000.0,9770000.0,-3658000.0,-17776000.0,17776000.0,-43184000.0,-43184000.0,876104000.0,113642105.0,113642105.0,-0.38,-0.38,-43184000.0,-43184000.0,0.0,-43184000.0,-43184000.0,0.0,-43184000.0,21750000.0,-21434000.0,45920000.0,,-17776000.0,17776000.0,-49578000.0,116239000.0,36616000.0,13428000.0,13428000.0,66661000.0,759865000.0,826526000.0,826526000.0,2023-12-31
0.0,0.089623,344361000.0,0.0,0.0,279544000.0,7592000.0,700822000.0,344361000.0,336769000.0,-29705000.0,29705000.0,279544000.0,279544000.0,827522000.0,113175709.0,113175709.0,2.47,2.47,279544000.0,279544000.0,0.0,279544000.0,279544000.0,0.0,279544000.0,27520000.0,307064000.0,229225000.0,0.0,-29705000.0,29705000.0,107544000.0,126700000.0,87796000.0,7592000.0,7592000.0,234244000.0,700822000.0,935066000.0,935066000.0,2023-09-30
0.0,0.096366,384550000.0,0.0,0.0,306799000.0,7384000.0,761700000.0,384550000.0,377166000.0,-37649000.0,37649000.0,306799000.0,306799000.0,855233000.0,113209963.0,113209963.0,2.71,2.71,306799000.0,306799000.0,0.0,306799000.0,306799000.0,0.0,306799000.0,32718000.0,339517000.0,274038000.0,0.0,-37649000.0,37649000.0,103128000.0,93533000.0,56377000.0,7384000.0,7384000.0,196661000.0,761700000.0,958361000.0,958361000.0,2023-06-30
222150000.0,0.3,-581553000.0,740500000.0,740500000.0,34366000.0,27428000.0,236920000.0,158947000.0,131519000.0,-17857000.0,40512000.0,-483984000.0,-84684000.0,530079000.0,,,,,-84684000.0,-84684000.0,0.0,-84684000.0,-84684000.0,,34366000.0,56640000.0,91007000.0,-712193000.0,198967000.0,-17857000.0,40512000.0,56828000.0,293159000.0,-100693000.0,27428000.0,27251000.0,349987000.0,236920000.0,586907000.0,586907000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,113411012.0,113411012.0,3.36,3.36,,,,,,51029000.0,,,,,0.0,,,,,,,,,,,,2022-12-31
0.0,0.094778,635541000.0,0.0,0.0,541155000.0,8162000.0,660046000.0,635541000.0,627379000.0,-29564000.0,29564000.0,541155000.0,541155000.0,735721000.0,113449686.0,113449686.0,4.77,4.77,541155000.0,541155000.0,0.0,541155000.0,541155000.0,0.0,541155000.0,56660000.0,597815000.0,476381000.0,0.0,-29564000.0,29564000.0,150998000.0,75675000.0,34570000.0,8162000.0,8162000.0,226673000.0,660046000.0,886719000.0,886719000.0,2024-06-30 00:00:00
