Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
699113.723021,0.250938,808899000.0,2786000.0,2786000.0,505799000.0,75171000.0,1045235000.0,811685000.0,736514000.0,281314000.0,72717000.0,354031000.0,503712113.723021,505799000.0,1349305000.0,,,,,505799000.0,505799000.0,0.0,505799000.0,-13348000.0,519147000.0,519147000.0,166572000.0,663797000.0,4396000.0,173000.0,-173000.0,281314000.0,72717000.0,354031000.0,375301000.0,304070000.0,228899000.0,75171000.0,75171000.0,679371000.0,1045235000.0,1724606000.0,1724606000.0,2024-03-31
1178932.832937,0.243732,594220000.0,4837000.0,4837000.0,368897000.0,70373000.0,746589000.0,599057000.0,528684000.0,244131000.0,47332000.0,291463000.0,365238932.832937,368897000.0,1010040000.0,239543506.0,239543506.0,1.54,1.54,368897000.0,368897000.0,0.0,368897000.0,-10216000.0,379113000.0,379113000.0,117321000.0,481352000.0,17036000.0,-480000.0,480000.0,244131000.0,47332000.0,291463000.0,215348000.0,263451000.0,193078000.0,70373000.0,70373000.0,478799000.0,746589000.0,1225388000.0,1225388000.0,2023-12-31
674267.419962,0.250471,580645000.0,2692000.0,2692000.0,363588000.0,72014000.0,685304000.0,583337000.0,511323000.0,228681000.0,28113000.0,256794000.0,361570267.419962,363588000.0,943806000.0,239202632.0,239202632.0,1.52,1.52,363588000.0,363588000.0,0.0,363588000.0,-11178000.0,374766000.0,374766000.0,121030000.0,483210000.0,15654000.0,28000.0,-28000.0,228681000.0,28113000.0,256794000.0,236183000.0,258502000.0,186488000.0,72014000.0,72014000.0,494685000.0,685304000.0,1179989000.0,1179989000.0,2023-09-30
-235597.564896,0.010039,414036000.0,-23468000.0,-23468000.0,285313000.0,75328000.0,484777000.0,390568000.0,315240000.0,209696000.0,25971000.0,235667000.0,308545402.435104,285313000.0,825917000.0,,,,,285313000.0,285313000.0,0.0,285313000.0,-16215000.0,301528000.0,301528000.0,2904000.0,289269000.0,51978000.0,-24072000.0,18985000.0,209696000.0,25971000.0,235667000.0,49730000.0,341140000.0,-217721000.0,75328000.0,23325000.0,390870000.0,484777000.0,875647000.0,875647000.0,2023-03-31
-61503.068193,0.21208,398119000.0,-290000.0,-290000.0,242672000.0,72293000.0,581924000.0,397829000.0,325536000.0,206103000.0,22263000.0,228366000.0,242900496.931807,242672000.0,838611000.0,237913725.0,237913725.0,1.02,1.02,242672000.0,242672000.0,0.0,242672000.0,-7656000.0,250328000.0,250328000.0,64318000.0,303273000.0,21487000.0,-1257000.0,1257000.0,206103000.0,22263000.0,228366000.0,75973000.0,256687000.0,184394000.0,72293000.0,72293000.0,332660000.0,581924000.0,914584000.0,914584000.0,2022-12-31
462500.86043,0.254401,755820000.0,1818000.0,1818000.0,445119000.0,74511000.0,829900000.0,757638000.0,683127000.0,302397000.0,85751000.0,388148000.0,443763500.86043,445119000.0,1128228000.0,239311290.0,239311290.0,1.86,1.86,445119000.0,445119000.0,0.0,445119000.0,-12989000.0,458108000.0,458108000.0,151973000.0,597376000.0,1139000.0,-466000.0,466000.0,302397000.0,85751000.0,388148000.0,292022000.0,298328000.0,223817000.0,74511000.0,74511000.0,590350000.0,829900000.0,1420250000.0,1420250000.0,2024-06-30 00:00:00
-336754.576341,0.283702,385459000.0,-1187000.0,-1187000.0,210255000.0,72160000.0,594585000.0,384272000.0,312112000.0,211553000.0,20722000.0,232275000.0,211105245.423659,210255000.0,846249000.0,238926136.0,238926136.0,0.88,0.88,210255000.0,210255000.0,0.0,210255000.0,-10529000.0,220784000.0,220784000.0,82668000.0,291390000.0,61310000.0,-1389000.0,1389000.0,211553000.0,20722000.0,232275000.0,19714000.0,251664000.0,179504000.0,72160000.0,72160000.0,271378000.0,594585000.0,865963000.0,865963000.0,2023-06-30 00:00:00
-337156.2584,0.264022,943096000.0,-1277000.0,-1277000.0,560311000.0,75098000.0,1011403000.0,941819000.0,866721000.0,332959000.0,111504000.0,444463000.0,561250843.7416,560311000.0,1316362000.0,265973025.0,265973025.0,2.106646,2.106646,560311000.0,560311000.0,0.0,560311000.0,-13854000.0,574165000.0,574165000.0,199394000.0,755217000.0,889000.0,-2383000.0,2383000.0,332959000.0,111504000.0,444463000.0,422646000.0,304959000.0,229861000.0,75098000.0,75098000.0,727605000.0,1011403000.0,1739008000.0,1739008000.0,2024-09-30 00:00:00
