Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,51121395.0,51121395.0,,31700000.0,12634000000.0,12677800000.0,2154400000.0,12634000000.0,25300000.0,12671400000.0,12671400000.0,12671400000.0,12671400000.0,12569100000.0,,,102300000.0,102300000.0,3164800000.0,885700000.0,,20500000.0,2100000.0,737000000.0,19200000.0,19200000.0,106900000.0,2279100000.0,102900000.0,12500000.0,6100000.0,6400000.0,,36700000.0,1719000000.0,,,1719000000.0,15836200000.0,11402700000.0,49300000.0,,42900000.0,42900000.0,37400000.0,37400000.0,11210600000.0,,11210600000.0,355700000.0,10854900000.0,,,,,4433500000.0,173900000.0,,,,1719700000.0,,,,,,1000000.0,,2217300000.0,,,321600000.0,17900000.0,303700000.0,,,2024-03-31
,51120346.0,51120346.0,764100000.0,935300000.0,11911200000.0,12855700000.0,1207900000.0,11911200000.0,28100000.0,11948500000.0,11948500000.0,11948500000.0,11948500000.0,11846200000.0,,,102300000.0,102300000.0,3735200000.0,798600000.0,,42700000.0,8300000.0,630300000.0,22300000.0,22300000.0,95000000.0,2936600000.0,68900000.0,913000000.0,5800000.0,907200000.0,,35000000.0,1499000000.0,,,1499000000.0,15683700000.0,11539200000.0,77800000.0,,40900000.0,40900000.0,37300000.0,37300000.0,11321300000.0,,11321300000.0,3331800000.0,7989500000.0,,,,,4144500000.0,255400000.0,,,,1524900000.0,,,,,,1100000.0,,2200300000.0,,,162800000.0,19700000.0,143100000.0,,,2023-09-30
,51100628.0,51100628.0,682996000.0,877452000.0,11653336000.0,12544118000.0,1464677000.0,11653336000.0,22598000.0,11689264000.0,11689264000.0,11689264000.0,11689264000.0,34601000.0,10993320000.0,188898000.0,102279000.0,102279000.0,4211610000.0,688126000.0,93092000.0,8117000.0,9044000.0,559611000.0,18262000.0,18262000.0,93100000.0,3523484000.0,2888000.0,859190000.0,4336000.0,854854000.0,42605000.0,34500000.0,2536074000.0,628449000.0,10463000.0,1897162000.0,15900874000.0,10912713000.0,27109000.0,108986000.0,40600000.0,40600000.0,35928000.0,35928000.0,10675942000.0,-1681891000.0,12357833000.0,3520104000.0,264951000.0,7532240000.0,729827000.0,310711000.0,0.0,4988161000.0,373500000.0,205000.0,10463000.0,100800000.0,1836629000.0,-1910000.0,76063000.0,784375000.0,81720000.0,896381000.0,2489000.0,281505000.0,2584212000.0,0.0,2584212000.0,171858000.0,20700000.0,171858000.0,96000000.0,75858000.0,2023-03-31
