Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.257015,1692700000.0,0.0,0.0,812000000.0,577600000.0,12393000000.0,1692700000.0,1115100000.0,-17500000.0,17500000.0,812000000.0,812000000.0,20483300000.0,,,,,812000000.0,812000000.0,0.0,812000000.0,-3500000.0,815500000.0,815500000.0,282100000.0,1097600000.0,264600000.0,0.0,,-17500000.0,17500000.0,850500000.0,8090300000.0,5755400000.0,577600000.0,577600000.0,8940800000.0,12393000000.0,21333800000.0,21333800000.0,2024-03-31
0.0,0.265914,1707700000.0,0.0,0.0,853400000.0,518400000.0,10186100000.0,1707700000.0,1189300000.0,-20500000.0,20500000.0,853400000.0,853400000.0,17303000000.0,264210526.0,264210526.0,3.23,3.23,853400000.0,853400000.0,0.0,853400000.0,-4600000.0,858000000.0,858000000.0,310800000.0,1168800000.0,247700000.0,0.0,,-20500000.0,20500000.0,941600000.0,7116900000.0,5017900000.0,518400000.0,518400000.0,8058500000.0,10186100000.0,18244600000.0,18244600000.0,2023-12-31
0.0,0.255919,1963800000.0,0.0,0.0,1072800000.0,509200000.0,10456400000.0,1963800000.0,1454600000.0,-14300000.0,14300000.0,1072800000.0,1072800000.0,17566800000.0,264236453.0,264236453.0,4.06,4.06,1072800000.0,1072800000.0,0.0,1072800000.0,1100000.0,1071700000.0,1071700000.0,368600000.0,1440300000.0,120900000.0,0.0,,-14300000.0,14300000.0,1333700000.0,7110400000.0,4945600000.0,509200000.0,509200000.0,8444100000.0,10456400000.0,18900500000.0,18900500000.0,2023-09-30
0.0,0.244528,2335100000.0,0.0,0.0,1362100000.0,513800000.0,13488000000.0,2335100000.0,1821300000.0,-16600000.0,16600000.0,1362100000.0,1362100000.0,21030800000.0,264485437.0,264485437.0,5.15,5.15,1362100000.0,1362100000.0,0.0,1362100000.0,-1300000.0,1363400000.0,1363400000.0,441300000.0,1804700000.0,104200000.0,0.0,,-16600000.0,16600000.0,1717100000.0,7542800000.0,5549000000.0,513800000.0,513800000.0,9259900000.0,13488000000.0,22747900000.0,22747900000.0,2023-06-30
3615356.083086,0.267804,638600000.0,13500000.0,13500000.0,98100000.0,507200000.0,12450600000.0,652100000.0,144900000.0,321900000.0,10100000.0,88215356.083086,98100000.0,15936100000.0,,,,,98100000.0,98100000.0,0.0,98100000.0,-600000.0,98700000.0,98700000.0,36100000.0,134800000.0,-262900000.0,13500000.0,,321900000.0,10100000.0,29500000.0,3485500000.0,-6851100000.0,507200000.0,465700000.0,3515000000.0,12450600000.0,15965600000.0,15965600000.0,2023-03-31
,,,,,,,,,,,,,,,281428571.0,281428571.0,-0.07,-0.07,,,,,,,,,,,,331200000.0,,,,,,,,,,,,2022-12-31
0.0,0.255483,2927500000.0,,,1735500000.0,577200000.0,14068600000.0,2927500000.0,2350300000.0,-15900000.0,15900000.0,1735500000.0,1735500000.0,22474500000.0,264557927.0,264557927.0,6.56,6.56,1735500000.0,1735500000.0,0.0,1735500000.0,-2500000.0,1738000000.0,1738000000.0,596400000.0,2334400000.0,73500000.0,,,-15900000.0,15900000.0,2276800000.0,8405900000.0,5991800000.0,577200000.0,577200000.0,10682700000.0,14068600000.0,24751300000.0,24751300000.0,2024-06-30 00:00:00
