Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Current Capital Lease Obligation,Total Tax Payable
133767275.0,133767275.0,9239300000.0,9345900000.0,-5761000000.0,4264900000.0,-163800000.0,-5761000000.0,,-5081000000.0,3346300000.0,-5081000000.0,,-5081000000.0,-5348500000.0,,,267500000.0,267500000.0,10666500000.0,8583800000.0,130200000.0,,,8427300000.0,,8427300000.0,26100000.0,2082700000.0,160500000.0,918600000.0,918600000.0,38300000.0,950700000.0,,,950700000.0,5585500000.0,3666600000.0,17700000.0,,83700000.0,842300000.0,842300000.0,680000000.0,680000000.0,,2042900000.0,,2042900000.0,,2042900000.0,,,,,1918900000.0,187800000.0,,,1262800000.0,,,,,355200000.0,,,113100000.0,6500000.0,106600000.0,,2023-09-30,,
133767275.0,133767275.0,8564916000.0,8727077000.0,-4305728000.0,5152871000.0,-101010000.0,-4305728000.0,0.0,-3574206000.0,4254754000.0,-4307145000.0,-732939000.0,-3574206000.0,,-4708115000.0,520106000.0,267535000.0,267535000.0,10051512000.0,7994398000.0,,28196000.0,137052000.0,7828960000.0,0.0,7828960000.0,,2057114000.0,,898117000.0,898117000.0,25904000.0,1133093000.0,189059000.0,6478000.0,937556000.0,5744367000.0,3788263000.0,-2000.0,28708000.0,82842000.0,831055000.0,831055000.0,731522000.0,731522000.0,0.0,2114138000.0,-995444000.0,3109582000.0,322000.0,221472000.0,1764486000.0,665409000.0,457893000.0,0.0,1956104000.0,1000.0,9854000.0,106577000.0,1243163000.0,402396000.0,155959000.0,684808000.0,51775000.0,382573000.0,-33988000.0,416561000.0,162161000.0,,162161000.0,162161000.0,2023-03-31,,
133767275.0,133767275.0,9736700000.0,9878300000.0,-6289200000.0,4211700000.0,135300000.0,-6289200000.0,2100000.0,-5664500000.0,3555500000.0,-5664500000.0,,-5664500000.0,-5932000000.0,,,267500000.0,267500000.0,11221500000.0,9382400000.0,123400000.0,,,9221500000.0,1500000.0,9220000000.0,37300000.0,1839100000.0,186400000.0,656800000.0,656200000.0,21400000.0,963800000.0,,,963800000.0,5557000000.0,3582600000.0,17700000.0,,147400000.0,842300000.0,842300000.0,624700000.0,624700000.0,,1950500000.0,,1950500000.0,0.0,1950500000.0,,,,,1974400000.0,143100000.0,,,1273400000.0,,,,0.0,413800000.0,,,144100000.0,4600000.0,139500000.0,,2024-03-31 00:00:00,600000.0,0.0
