Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Derivative Product Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Held To Maturity Securities
3856938941.0,3856938941.0,333206100000.0,346155600000.0,429418900000.0,776018900000.0,97979100000.0,429418900000.0,1587000000.0,431450300000.0,697400400000.0,431450300000.0,0.0,431450300000.0,392880900000.0,,,38569400000.0,38569400000.0,491797400000.0,333910700000.0,60986300000.0,,,,3158000000.0,267381200000.0,1431100000.0,265950100000.0,2374500000.0,157886700000.0,21594400000.0,78774400000.0,155900000.0,78618500000.0,256900000.0,36363000000.0,,0.0,36363000000.0,923247700000.0,667381900000.0,17846700000.0,,,3763400000.0,,6362100000.0,6362100000.0,0.0,2031400000.0,125300000.0,1906100000.0,637378300000.0,,637378300000.0,9251200000.0,628127100000.0,,,,,255865800000.0,17424300000.0,,,,41421000000.0,,34900000.0,116774800000.0,,,80210800000.0,68848300000.0,11362500000.0,,,2024-03-31,
3856938941.0,3856938941.0,313934100000.0,323672300000.0,403082300000.0,727228900000.0,21630400000.0,403082300000.0,1536600000.0,405093200000.0,655892500000.0,405093200000.0,,405093200000.0,366523800000.0,,,38569400000.0,38569400000.0,492000600000.0,317611400000.0,62984900000.0,,,,326300000.0,252215100000.0,1415800000.0,250799300000.0,2079000000.0,174389200000.0,30058300000.0,71457200000.0,120800000.0,71336400000.0,248200000.0,43953500000.0,,0.0,43953500000.0,897093800000.0,701074200000.0,13005100000.0,,,13593100000.0,,14858300000.0,14858300000.0,6951900000.0,2010900000.0,104800000.0,1906100000.0,650654900000.0,,650654900000.0,4611300000.0,646043600000.0,,,,,196019600000.0,17836400000.0,,,,30736500000.0,,28600000.0,105462500000.0,,,41955600000.0,33754000000.0,8201600000.0,,,2023-09-30,
3856938941.0,3856938941.0,417338700000.0,421805800000.0,296730200000.0,719587600000.0,18084100000.0,296730200000.0,974800000.0,298756600000.0,634093100000.0,298756600000.0,0.0,298756600000.0,163074900000.0,4770800000.0,74098300000.0,38569400000.0,38569400000.0,559456100000.0,382010200000.0,,1689500000.0,0.0,41831500000.0,0.0,336219700000.0,883200000.0,335336500000.0,2269500000.0,177445900000.0,32859100000.0,85586100000.0,91600000.0,85494500000.0,216400000.0,46866400000.0,16067000000.0,4900000.0,30794500000.0,858212700000.0,662682700000.0,,0.0,12027700000.0,,727100000.0,3193300000.0,3193300000.0,7049400000.0,2026400000.0,120300000.0,1906100000.0,634233400000.0,-238410700000.0,872644100000.0,128795400000.0,9141500000.0,704856400000.0,18996900000.0,10853900000.0,0.0,195530000000.0,,2992700000.0,15244200000.0,21138700000.0,30752000000.0,30752000000.0,501100000.0,115293600000.0,0.0,115293600000.0,9607700000.0,6115400000.0,3492300000.0,0.0,3492300000.0,2023-03-31,
