Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
10943260.0,10943260.0,1759430000.0,1935471000.0,8676075000.0,12937430000.0,1517616000.0,8676075000.0,99647000.0,11101606000.0,12290928000.0,11101606000.0,11101606000.0,10992173000.0,,,109433000.0,109433000.0,3597150000.0,2131291000.0,27356000.0,,,740100000.0,1277461000.0,88139000.0,1189322000.0,68986000.0,1465859000.0,180858000.0,,658010000.0,11508000.0,646502000.0,,43073000.0,239946000.0,,,68799000.0,171147000.0,14698756000.0,11715281000.0,361259000.0,,1247831000.0,,1247831000.0,,2425531000.0,633998000.0,1791533000.0,7680660000.0,,7680660000.0,1174727000.0,6505933000.0,,,,,2983475000.0,261614000.0,,,,,1543874000.0,,,,,44578000.0,112140000.0,407689000.0,,,613580000.0,537186000.0,76394000.0,,,2024-03-31
10943260.0,10943260.0,882003000.0,1069875000.0,8283038000.0,11851276000.0,1873985000.0,8283038000.0,34425000.0,10815826000.0,11665274000.0,10815826000.0,10815826000.0,10706393000.0,,,109433000.0,109433000.0,2644219000.0,1740254000.0,24879000.0,,,759060000.0,877932000.0,28484000.0,849448000.0,65039000.0,903965000.0,205258000.0,,191943000.0,5941000.0,186002000.0,,46071000.0,241056000.0,,,47248000.0,193808000.0,13460045000.0,10682095000.0,204257000.0,,1184317000.0,,1184317000.0,,2532788000.0,657928000.0,1874860000.0,6760733000.0,,6760733000.0,2388100000.0,4372633000.0,,,,,2777950000.0,221155000.0,,,,,1343863000.0,,,,,34877000.0,111216000.0,324374000.0,,,742465000.0,589018000.0,153447000.0,,,2023-09-30
10943260.0,10943260.0,633879000.0,732187000.0,8147601000.0,11521828000.0,1898942000.0,8147601000.0,,10789641000.0,11258264000.0,10789641000.0,10789641000.0,,1151744000.0,7814639000.0,109433000.0,109433000.0,2240338000.0,1414951000.0,-1000.0,11507000.0,22053000.0,793793000.0,468623000.0,,468623000.0,118976000.0,825387000.0,184185000.0,40897000.0,263564000.0,,263564000.0,142028000.0,43660000.0,311913000.0,218551000.0,3730000.0,40897000.0,89632000.0,13029979000.0,10305650000.0,162356000.0,170886000.0,1212203000.0,100000000.0,1015759000.0,96444000.0,2642040000.0,683853000.0,1958187000.0,6280521000.0,-753975000.0,7034496000.0,2014503000.0,67829000.0,1114787000.0,1052834000.0,2784543000.0,0.0,2724329000.0,191784000.0,7711000.0,0.0,35664000.0,307418000.0,1477822000.0,112000.0,466493000.0,280329000.0,730888000.0,70334000.0,4914000.0,382055000.0,-6593000.0,388648000.0,438411000.0,340103000.0,98308000.0,50000000.0,48308000.0,2023-03-31
