Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
659259899.0,659259899.0,90700000.0,327100000.0,4432100000.0,4550200000.0,875800000.0,4432100000.0,211100000.0,4434200000.0,4448600000.0,4434200000.0,4434200000.0,3115700000.0,,,1318500000.0,1318500000.0,1362500000.0,263600000.0,-100000.0,,,194700000.0,180300000.0,14400000.0,54600000.0,1098900000.0,81100000.0,132400000.0,30800000.0,101600000.0,,23300000.0,792600000.0,,792600000.0,5796700000.0,3822000000.0,311400000.0,,216600000.0,216600000.0,408700000.0,2100000.0,,2692500000.0,,2692500000.0,10400000.0,2682100000.0,,,,,1974700000.0,398700000.0,,,77100000.0,,,25000000.0,149600000.0,,,1324300000.0,1299000000.0,25300000.0,,,2024-03-31
659259899.0,659259899.0,,265100000.0,4219300000.0,4261300000.0,130900000.0,4219300000.0,225500000.0,4221700000.0,4243000000.0,4221700000.0,4221700000.0,2903200000.0,,,1318500000.0,1318500000.0,1476000000.0,287300000.0,,,,214800000.0,193500000.0,21300000.0,54600000.0,1188700000.0,116200000.0,50300000.0,32000000.0,18300000.0,,28100000.0,713600000.0,,713600000.0,5697700000.0,4378100000.0,311600000.0,,235100000.0,235100000.0,413900000.0,2400000.0,,2729100000.0,,2729100000.0,400000.0,2728700000.0,,,,,1319600000.0,396800000.0,,,65200000.0,,,,126000000.0,,,731600000.0,667200000.0,64400000.0,,,2023-09-30
659259899.0,659259899.0,,327991000.0,4186206000.0,4276751000.0,-43890000.0,4186206000.0,239245000.0,4188005000.0,4215811000.0,4188005000.0,4188005000.0,2869500000.0,-6104889000.0,7652208000.0,1318520000.0,1318520000.0,1470418000.0,307380000.0,,50054000.0,18399000.0,238927000.0,211121000.0,27806000.0,50100000.0,1163038000.0,61089000.0,89064000.0,28124000.0,60940000.0,22419000.0,22400000.0,717386000.0,715262000.0,2124000.0,5658423000.0,4539275000.0,292700000.0,306319000.0,300440000.0,300440000.0,419082000.0,1799000.0,1799000.0,2843055000.0,-526210000.0,3369265000.0,143617000.0,2699500000.0,494538000.0,2613722000.0,117388000.0,0.0,1119148000.0,377200000.0,0.0,376132000.0,60570000.0,30850000.0,29720000.0,57005000.0,132510000.0,-27512000.0,160022000.0,492931000.0,354528000.0,138403000.0,90078000.0,48325000.0,2023-03-31
