Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Tradeand Other Payables Non Current,Current Deferred Taxes Liabilities,Hedging Assets Current
33693731.0,33693731.0,13013511000.0,15389481000.0,12646138000.0,34975807000.0,706992000.0,12646138000.0,1057250000.0,20643576000.0,27319055000.0,21161671000.0,518095000.0,20643576000.0,20306639000.0,,,336937000.0,336937000.0,44770305000.0,11917948000.0,,,,10271000.0,1377680000.0,7523318000.0,847839000.0,6675479000.0,205106000.0,32852357000.0,1600001000.0,7866163000.0,209411000.0,7656752000.0,94699000.0,21683786000.0,,,12995000.0,21670791000.0,65931976000.0,32372627000.0,788413000.0,,30134000.0,1101212000.0,1101212000.0,,1074716000.0,7997438000.0,4388783000.0,3608655000.0,21162663000.0,,21162663000.0,243477000.0,20919186000.0,,,,,33559349000.0,1066130000.0,4760000.0,,,8408350000.0,,,,,22262000.0,15692552000.0,,,8365295000.0,7046575000.0,1318720000.0,,,2024-03-31,,,
33693731.0,33693731.0,14001316000.0,15518370000.0,14743112000.0,34025448000.0,1574305000.0,14743112000.0,1053944000.0,19561022000.0,24627169000.0,20035853000.0,474831000.0,19561022000.0,19224085000.0,,,336937000.0,336937000.0,26280824000.0,7361734000.0,,,,11664000.0,964042000.0,5968354000.0,902207000.0,5066147000.0,179571000.0,18919090000.0,1047218000.0,9550016000.0,151737000.0,9398279000.0,75627000.0,7077849000.0,,,59360000.0,7018489000.0,46316677000.0,25823282000.0,744087000.0,,33496000.0,1257704000.0,1257704000.0,,,4817910000.0,3392941000.0,1424969000.0,18623128000.0,,18623128000.0,268130000.0,18354998000.0,,,,,20493395000.0,1045085000.0,4760000.0,,,7641468000.0,,,,,20233000.0,7017683000.0,,,4764166000.0,4301056000.0,463110000.0,,,2023-09-30,,,
33693731.0,33693731.0,10205369000.0,14551130000.0,14389754000.0,32524905000.0,3877025000.0,14389754000.0,1113962000.0,19087737000.0,24853636000.0,19540194000.0,452457000.0,19087737000.0,427385000.0,8085941000.0,10256450000.0,336937000.0,336937000.0,42893045000.0,8405063000.0,13000.0,285251000.0,164264000.0,12297000.0,977812000.0,6671922000.0,906023000.0,5765899000.0,164264000.0,34487982000.0,12954000.0,7879208000.0,207939000.0,7671269000.0,59115000.0,25256393000.0,2145985000.0,45000.0,71594000.0,23038769000.0,62433239000.0,24068232000.0,508995000.0,529923000.0,30679000.0,194819000.0,172254000.0,22565000.0,,4697983000.0,3273014000.0,1424969000.0,18020522000.0,-4759288000.0,22779810000.0,129550000.0,17890972000.0,15678424000.0,4510542000.0,2461294000.0,0.0,38365007000.0,1966730000.0,4760000.0,2362676000.0,2104538000.0,10912827000.0,28094000.0,1396609000.0,514407000.0,8973717000.0,205677000.0,17630934000.0,-90725000.0,17721659000.0,5143595000.0,1911796000.0,3231799000.0,125170000.0,3106629000.0,2023-03-31,,,
