Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Liabilities Heldfor Sale Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Long Term Provisions,Other Non Current Assets,Investment Properties,Goodwill And Other Intangible Assets,Goodwill
27142800.0,27142800.0,9217000.0,10383000.0,397944000.0,408327000.0,261448000.0,397944000.0,397944000.0,404562000.0,397944000.0,397944000.0,1500000.0,26430000.0,234300000.0,135714000.0,135714000.0,635784000.0,8623000.0,-1000.0,0.0,0.0,6618000.0,6618000.0,627161000.0,29158000.0,0.0,3765000.0,3765000.0,1634000.0,580579000.0,580579000.0,1033728000.0,145119000.0,3098000.0,2213000.0,1733000.0,1733000.0,138075000.0,-22504000.0,160579000.0,26071000.0,7073000.0,91305000.0,24957000.0,11173000.0,0.0,888609000.0,145000.0,258275000.0,336623000.0,209078000.0,127545000.0,1110000.0,1651000.0,288594000.0,0.0,288594000.0,2211000.0,1045000.0,1166000.0,1166000.0,2023-03-31,,,,,
27142800.0,27142800.0,49600805.15,71410720.46,377222276.45,448632996.91,272208438.14,377222276.45,377222276.45,409257867.39,377222276.45,377222276.45,241508276.45,,,135714000.0,135714000.0,291836152.33,31835396.09,,,-2528448.48,32035590.94,32035590.94,260000756.24,,,39375129.52,39375129.52,2273601.42,197839450.22,197839450.22,669058428.78,136849234.39,,,211984.0,,133463636.39,,133463636.39,26977729.97,106485906.42,,,,,532209194.38,140440223.0,,322051451.69,,,398552.0,,45616005.38,,,23702962.31,1893047.0,21809915.31,,2023-09-30 00:00:00,2328253.63,3173614.0,,,
