Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.214939,2555840000.0,0.0,0.0,1486750000.0,598450000.0,3858340000.0,2555840000.0,1957390000.0,-71180000.0,71180000.0,1486750000.0,1486750000.0,6969930000.0,,,,,1486750000.0,1486750000.0,0.0,1486750000.0,5960000.0,1480790000.0,1480790000.0,405420000.0,1886210000.0,74650000.0,0.0,0.0,-71180000.0,71180000.0,1871320000.0,3111590000.0,1785350000.0,598450000.0,598450000.0,4982910000.0,3858340000.0,8841250000.0,8841250000.0,2024-03-31
0.0,0.209662,2322890000.0,0.0,0.0,1327100000.0,559100000.0,3177380000.0,2322890000.0,1763790000.0,-73400000.0,73400000.0,1327100000.0,1327100000.0,6051810000.0,587212389.0,587212389.0,2.26,2.26,1327100000.0,1327100000.0,0.0,1327100000.0,-8880000.0,1335980000.0,1335980000.0,354410000.0,1690390000.0,50070000.0,0.0,0.0,-73400000.0,73400000.0,1766140000.0,2874430000.0,1583450000.0,559100000.0,559100000.0,4640570000.0,3177380000.0,7817950000.0,7817950000.0,2023-12-31
-14339365.663458,0.244157,2294290000.0,-58730000.0,-58730000.0,1238470000.0,534130000.0,3552770000.0,2235560000.0,1701430000.0,-60030000.0,60030000.0,1282860634.336542,1238470000.0,6208890000.0,586952607.0,584183962.0,2.11,2.12,1238470000.0,1238470000.0,0.0,1238470000.0,-2170000.0,1240640000.0,1240640000.0,400760000.0,1641400000.0,61130000.0,-58730000.0,58730000.0,-60030000.0,60030000.0,1665770000.0,2656120000.0,1571650000.0,534130000.0,534130000.0,4321890000.0,3552770000.0,7874660000.0,7874660000.0,2023-09-30
-7125279.921876,0.250625,2087420000.0,-28430000.0,-28430000.0,1120350000.0,510560000.0,3152860000.0,2058990000.0,1548430000.0,-53370000.0,53370000.0,1141654720.078124,1120350000.0,5798460000.0,586570681.0,586570681.0,1.91,1.91,1120350000.0,1120350000.0,0.0,1120350000.0,,1120350000.0,1120360000.0,374700000.0,1495060000.0,53630000.0,-28430000.0,,-53370000.0,53370000.0,1515380000.0,2645600000.0,1643710000.0,510560000.0,510560000.0,4160980000.0,3152860000.0,7313840000.0,7313840000.0,2023-06-30
-6747219.971298,0.200274,2059020000.0,-33690000.0,-33690000.0,1198110000.0,480970000.0,3398000000.0,2025330000.0,1544360000.0,-46210000.0,46210000.0,1225052780.028702,1198110000.0,5906830000.0,,,,,1198110000.0,1198110000.0,0.0,1198110000.0,,1198110000.0,1198110000.0,300040000.0,1498150000.0,44690000.0,-33690000.0,,-46210000.0,46210000.0,1519040000.0,2508830000.0,1572410000.0,480970000.0,480970000.0,4027870000.0,3398000000.0,7425870000.0,7425870000.0,2023-03-31
,,,,,,,,,,,,,,,585251366.0,585251366.0,1.83,1.83,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,2022-12-31
0.0,0.249694,2581180000.0,0.0,0.0,1419530000.0,606270000.0,3787810000.0,2581180000.0,1974910000.0,-86160000.0,86160000.0,1419530000.0,1419530000.0,7024990000.0,586582645.0,586582645.0,2.42,2.42,1419530000.0,1419530000.0,0.0,1419530000.0,2390000.0,1417140000.0,1417140000.0,471610000.0,1888750000.0,69570000.0,0.0,0.0,-86160000.0,86160000.0,1886780000.0,3237180000.0,1870320000.0,606270000.0,606270000.0,5123960000.0,3787810000.0,8911770000.0,8911770000.0,2024-06-30 00:00:00
