Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
1409813633.0,1409813633.0,4337894000.0,4549459000.0,12100254000.0,16624036000.0,8650179000.0,12100254000.0,28069000.0,12102646000.0,15086670000.0,12118889000.0,16243000.0,12102646000.0,-1995490000.0,,,14098136000.0,14098136000.0,9974124000.0,3915358000.0,,,,455249000.0,3001973000.0,17949000.0,2984024000.0,73415000.0,6058766000.0,19192000.0,1547486000.0,10120000.0,1537366000.0,,5397000.0,3042097000.0,,3042097000.0,22093013000.0,7384068000.0,,4032355000.0,110828000.0,110828000.0,2392000.0,,307245000.0,,307245000.0,307245000.0,,,,,14708945000.0,1878454000.0,,,,9197582000.0,3000226000.0,,,632683000.0,449187000.0,183496000.0,,2024-03-31
1385136737.0,1385136737.0,4014578000.0,4215303000.0,11471101000.0,15657316000.0,7605074000.0,11471101000.0,31682000.0,11473695000.0,14230680000.0,11489661000.0,15966000.0,11473695000.0,-2240595000.0,,,13714290000.0,13714290000.0,9592010000.0,3584832000.0,391918000.0,,,,2778547000.0,21562000.0,2756985000.0,43382000.0,6007178000.0,18233000.0,1436756000.0,10120000.0,1426636000.0,,35948000.0,4145236000.0,,4145236000.0,21081671000.0,7469419000.0,,4032355000.0,109672000.0,109672000.0,2594000.0,,333124000.0,,333124000.0,333124000.0,,,,,13612252000.0,2123580000.0,,,,8170030000.0,2911800000.0,,,406842000.0,237799000.0,169043000.0,,2023-09-30
1334737976.0,1334737976.0,3819903000.0,4093371000.0,10862162000.0,14923280000.0,6942619000.0,10862162000.0,35049000.0,10864958000.0,13526622000.0,10880916000.0,15958000.0,10864958000.0,-2350332000.0,-21559588000.0,19122543000.0,13215290000.0,13215290000.0,9137320000.0,3345101000.0,207830000.0,47977000.0,402426000.0,207830000.0,2686868000.0,25204000.0,2661664000.0,47977000.0,5792219000.0,44595000.0,1406503000.0,9845000.0,1396658000.0,26785000.0,12852000.0,3980536000.0,184834000.0,3795702000.0,20018236000.0,7283398000.0,104114000.0,4032355000.0,4093000.0,4093000.0,2796000.0,2796000.0,359537000.0,-286803000.0,646340000.0,359537000.0,540250000.0,46925000.0,59165000.0,0.0,12734838000.0,1973749000.0,0.0,242702000.0,1983804000.0,7326941000.0,2920601000.0,-936494000.0,3857095000.0,260790000.0,22371000.0,238419000.0,238419000.0,2023-03-31
