Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Financial Assets
112199965.0,112199965.0,704600000.0,14823100000.0,16040300000.0,8177400000.0,14823100000.0,704600000.0,16040300000.0,16040300000.0,16040300000.0,16040300000.0,15815900000.0,,,224400000.0,224400000.0,5199700000.0,1206600000.0,184500000.0,,255500000.0,594100000.0,594100000.0,0.0,172500000.0,3993100000.0,1663800000.0,110500000.0,110500000.0,0.0,173600000.0,2019200000.0,,,78800000.0,1940400000.0,21240000000.0,9069500000.0,374500000.0,,9200000.0,257600000.0,257600000.0,,629000000.0,,251200000.0,1217200000.0,199500000.0,1017700000.0,6226200000.0,,6226200000.0,9100000.0,6217100000.0,,,,,12170500000.0,,,,,2297400000.0,,,,,191800000.0,4451000000.0,,,5230300000.0,4133400000.0,1096900000.0,,,2024-03-31,
112199965.0,112199965.0,454800000.0,12945600000.0,14147300000.0,6546200000.0,12945600000.0,454800000.0,14147300000.0,14147300000.0,14147300000.0,14147300000.0,13922900000.0,,,224400000.0,224400000.0,4663400000.0,911100000.0,7700000.0,,249700000.0,385000000.0,385000000.0,0.0,268700000.0,3752300000.0,1065500000.0,69800000.0,69800000.0,0.0,163800000.0,2408900000.0,,,123400000.0,2285500000.0,18810700000.0,8512200000.0,135500000.0,,19800000.0,92100000.0,92100000.0,,592200000.0,,251700000.0,1201700000.0,184000000.0,1017700000.0,6105100000.0,,6105100000.0,4200000.0,6100900000.0,,,,,10298500000.0,,,,,2617800000.0,,,,,250000000.0,3759700000.0,,,3671000000.0,2510300000.0,1160700000.0,,,2023-09-30,
112199965.0,112199965.0,515759000.0,11587451000.0,12791095000.0,5351315000.0,11587451000.0,515759000.0,12791095000.0,12791095000.0,12791095000.0,12791095000.0,12566695000.0,7662367000.0,287814000.0,224400000.0,224400000.0,4528606000.0,1003628000.0,7622000.0,7622000.0,263548000.0,403921000.0,403921000.0,0.0,328537000.0,3524978000.0,173720000.0,111838000.0,111838000.0,0.0,133901000.0,2193107000.0,98000.0,5533000.0,52711000.0,2134765000.0,17319701000.0,8443408000.0,2000.0,116688000.0,20884000.0,5951000.0,90476000.0,5951000.0,570211000.0,570211000.0,252294000.0,1203644000.0,175480000.0,1028164000.0,6085173000.0,-3552814000.0,9637987000.0,1240000.0,188794000.0,4909799000.0,1235294000.0,3302860000.0,0.0,8876293000.0,1000.0,663000.0,7506000.0,183164000.0,2787981000.0,962912000.0,695499000.0,1129570000.0,152469000.0,250376000.0,3457665000.0,-108111000.0,3565776000.0,2286844000.0,1463367000.0,823477000.0,200100000.0,623377000.0,2023-03-31,
