Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.364125,50005000.0,0.0,0.0,26949000.0,3412000.0,790737000.0,50005000.0,46593000.0,-4212000.0,4212000.0,26949000.0,26949000.0,817939000.0,,,,,26949000.0,26949000.0,0.0,26949000.0,26949000.0,0.0,26949000.0,15432000.0,42381000.0,2848000.0,0.0,-4212000.0,4212000.0,43745000.0,27202000.0,,3412000.0,3412000.0,70947000.0,790737000.0,861684000.0,861684000.0,2024-03-31
0.0,0.258617,120358000.0,0.0,0.0,67801000.0,3627000.0,1016274000.0,120358000.0,116731000.0,-25279000.0,25279000.0,67801000.0,67801000.0,1041716000.0,39882941.0,39882941.0,1.7,1.7,67801000.0,67801000.0,0.0,67801000.0,67801000.0,0.0,67801000.0,23651000.0,91452000.0,407000.0,0.0,-25279000.0,25279000.0,116324000.0,25442000.0,53295000.0,3627000.0,3627000.0,141766000.0,1016274000.0,1158040000.0,1158040000.0,2023-12-31
3185361.122694,0.245613,69032000.0,12969000.0,12969000.0,47036000.0,2941000.0,613363000.0,82001000.0,79060000.0,-23491000.0,16710000.0,37252361.122694,47036000.0,711558000.0,,,,,47036000.0,47036000.0,0.0,47036000.0,47036000.0,,47036000.0,15314000.0,62350000.0,-960000.0,12969000.0,-23491000.0,16710000.0,73151000.0,98195000.0,-129178000.0,2941000.0,2886000.0,171346000.0,613363000.0,784709000.0,784709000.0,2023-03-31
0.0,0.248241,103013000.0,0.0,0.0,59292000.0,3543000.0,807074000.0,103013000.0,99470000.0,-20599000.0,20599000.0,59292000.0,59292000.0,826599000.0,40000000.0,40000000.0,1.4823,1.4823,59292000.0,59292000.0,0.0,59292000.0,59292000.0,0.0,59292000.0,19579000.0,78871000.0,1982000.0,0.0,-20599000.0,20599000.0,97488000.0,19525000.0,36919000.0,3543000.0,3543000.0,117013000.0,807074000.0,924087000.0,924087000.0,2022-12-31
0.0,0.251833,143917000.0,0.0,0.0,90793000.0,4754000.0,653156000.0,143917000.0,139163000.0,-17809000.0,17809000.0,90793000.0,90793000.0,686953000.0,39996916.0,39996916.0,2.27,2.27,90793000.0,90793000.0,0.0,90793000.0,90793000.0,0.0,90793000.0,30561000.0,121354000.0,1966000.0,0.0,-17809000.0,17809000.0,137196000.0,33797000.0,,4754000.0,4754000.0,170993000.0,653156000.0,824149000.0,824149000.0,2024-06-30 00:00:00
-26693.178235,0.266932,139662000.0,-100000.0,-100000.0,83690000.0,3600000.0,537597000.0,139562000.0,135962000.0,-25085000.0,21798000.0,83763306.821765,83690000.0,601607000.0,,,,,83690000.0,83690000.0,0.0,83690000.0,83690000.0,,83690000.0,30474000.0,114164000.0,,-100000.0,-25085000.0,21798000.0,139714000.0,64010000.0,,3600000.0,3452000.0,203724000.0,537597000.0,741321000.0,741321000.0,2023-09-30 00:00:00
0.0,0.227984,74838000.0,0.0,0.0,37249000.0,3018000.0,420125000.0,74838000.0,71820000.0,-23571000.0,23571000.0,37249000.0,37249000.0,441792000.0,40000000.0,40000000.0,0.931225,0.931225,37249000.0,37249000.0,0.0,37249000.0,37249000.0,0.0,37249000.0,11000000.0,48249000.0,365000.0,0.0,-23571000.0,23571000.0,71455000.0,21667000.0,,3018000.0,3018000.0,93122000.0,420125000.0,513247000.0,513247000.0,2023-06-30 00:00:00
