Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
109785896.0,109785896.0,7698450000.0,10700190000.0,26164170000.0,37806720000.0,9114070000.0,26164170000.0,503710000.0,27610240000.0,29590700000.0,29306540000.0,1696300000.0,27610240000.0,26512380000.0,,,1097860000.0,1097860000.0,16710110000.0,3558010000.0,,,1163940000.0,2379220000.0,398760000.0,1980460000.0,14850000.0,13152100000.0,329730000.0,,8320970000.0,104950000.0,8216020000.0,74300000.0,4153860000.0,,,1980000.0,4151880000.0,46016650000.0,23750480000.0,1263250000.0,,,1285660000.0,1285660000.0,,,,1446070000.0,214020000.0,1232050000.0,19661470000.0,,19661470000.0,6093530000.0,13567940000.0,,,,,22266170000.0,2222810000.0,,,10553230000.0,,,,27040000.0,71560000.0,5793860000.0,,,3597670000.0,1099640000.0,2498030000.0,,,2024-03-31
107605249.0,107605249.0,8307290000.0,11170720000.0,22975540000.0,35035840000.0,11345740000.0,22975540000.0,526180000.0,24391300000.0,27992250000.0,25914550000.0,1523250000.0,24391300000.0,23315150000.0,,,1076150000.0,1076150000.0,16511900000.0,4971690000.0,,,933460000.0,4027650000.0,426700000.0,3600950000.0,10580000.0,11540210000.0,165770000.0,,7143070000.0,99480000.0,7043590000.0,195680000.0,3655120000.0,,,81660000.0,3573460000.0,42426450000.0,19540490000.0,743800000.0,,,1258560000.0,1258560000.0,,,,1415760000.0,183710000.0,1232050000.0,16028000000.0,,16028000000.0,2958340000.0,13069660000.0,,,,,22885950000.0,1373610000.0,,,10107780000.0,,,,24870000.0,,6352740000.0,,,5026950000.0,2689700000.0,2337250000.0,,,2023-09-30
107464617.0,107464617.0,5997780000.0,8217070000.0,22350050000.0,31601750000.0,13003980000.0,22350050000.0,341200000.0,23725880000.0,27276200000.0,25080700000.0,1354820000.0,23725880000.0,109760000.0,6415500000.0,16115180000.0,1074650000.0,1074650000.0,12698500000.0,4590570000.0,-20000.0,11040000.0,760290000.0,3819260000.0,268940000.0,3550320000.0,11040000.0,8107930000.0,23670000.0,77640000.0,4397810000.0,72260000.0,4325550000.0,133350000.0,3450310000.0,206110000.0,50000.0,18430000.0,3225720000.0,37779200000.0,16667290000.0,10000.0,7760000.0,1134120000.0,22510000.0,22510000.0,0.0,0.0,0.0,1375830000.0,143780000.0,1232050000.0,13999950000.0,-4080490000.0,18080440000.0,1203420000.0,984430000.0,12244450000.0,2863990000.0,784150000.0,0.0,21111910000.0,-20000.0,54610000.0,806250000.0,9314660000.0,1160350000.0,6245460000.0,1908850000.0,399690000.0,227480000.0,4150800000.0,-1550000.0,4152350000.0,6158440000.0,4280350000.0,1878090000.0,1790000.0,1876290000.0,2023-03-31
