Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
0.0,228889892.0,228889892.0,4833400000.0,5445500000.0,48467800000.0,53564100000.0,40412300000.0,48467800000.0,375200000.0,48493800000.0,48493800000.0,48493800000.0,,48493800000.0,48264900000.0,228900000.0,228900000.0,10676600000.0,1487500000.0,1108700000.0,242000000.0,242000000.0,136800000.0,9189100000.0,347400000.0,5203500000.0,133200000.0,5070300000.0,43000000.0,1097300000.0,,1097300000.0,59170400000.0,9569000000.0,376000000.0,163400000.0,163400000.0,29400000.0,26000000.0,26000000.0,,8972200000.0,8972200000.0,128900000.0,8843300000.0,49601400000.0,466100000.0,44507100000.0,1100000.0,3030800000.0,1596300000.0,1359400000.0,236900000.0,2024-03-31
,228889892.0,228889892.0,173700000.0,873100000.0,46067600000.0,46529500000.0,37969500000.0,46067600000.0,437600000.0,46094000000.0,46094000000.0,46102800000.0,8800000.0,46094000000.0,45865100000.0,228900000.0,228900000.0,7174500000.0,1565900000.0,1167800000.0,310400000.0,310400000.0,87700000.0,5608600000.0,270100000.0,562700000.0,127200000.0,435500000.0,52300000.0,1765200000.0,187100000.0,1578100000.0,53277300000.0,9699200000.0,347600000.0,116500000.0,116500000.0,129900000.0,26400000.0,24800000.0,1600000.0,9078100000.0,9078100000.0,309300000.0,8768800000.0,43578100000.0,500200000.0,27026000000.0,100000.0,2821800000.0,13230000000.0,12968200000.0,261800000.0,2023-09-30
,235389892.0,235389892.0,1726400000.0,2500000000.0,46897800000.0,48939800000.0,39016000000.0,46897800000.0,486400000.0,46926200000.0,46926200000.0,46935000000.0,8800000.0,46926200000.0,46690800000.0,235400000.0,235400000.0,8974000000.0,1679400000.0,1225300000.0,367800000.0,367800000.0,86300000.0,7294600000.0,1076900000.0,2132200000.0,118600000.0,2013600000.0,40100000.0,1197300000.0,0.0,1197300000.0,55909000000.0,9598400000.0,341400000.0,106300000.0,106300000.0,129800000.0,28400000.0,26800000.0,1600000.0,8992200000.0,8992200000.0,159000000.0,8833200000.0,46310600000.0,568100000.0,41862700000.0,500000.0,2850600000.0,1028700000.0,741500000.0,287200000.0,2023-03-31
