Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Other Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
404168.0,411336740.0,411740908.0,305957000.0,10804582000.0,12076389000.0,9695654000.0,10804582000.0,305957000.0,12076389000.0,12076389000.0,14416127000.0,2339738000.0,12076389000.0,11664648000.0,411741000.0,411741000.0,1747871000.0,301284000.0,247415000.0,247415000.0,0.0,50249000.0,1446587000.0,409868000.0,58542000.0,58542000.0,,6708000.0,314300000.0,314300000.0,16163998000.0,5021757000.0,,23779000.0,1699944000.0,1699944000.0,245861000.0,1271807000.0,457593000.0,814214000.0,1683356000.0,1683356000.0,1683356000.0,11142241000.0,171062000.0,,15961000.0,0.0,404773000.0,10550445000.0,6409222000.0,4141223000.0,2024-03-31
1060168.0,410680740.0,411740908.0,217463000.0,8181669000.0,9520810000.0,6308180000.0,8181669000.0,217463000.0,9520810000.0,9520810000.0,9916890000.0,396080000.0,9520810000.0,9109069000.0,411741000.0,411741000.0,1785425000.0,181055000.0,120008000.0,120008000.0,0.0,36047000.0,1604370000.0,370796000.0,97455000.0,97455000.0,0.0,3961000.0,420313000.0,420313000.0,11702315000.0,3789765000.0,21267000.0,31093000.0,1033672000.0,1033672000.0,591000.0,1339141000.0,524927000.0,814214000.0,1240976000.0,1240976000.0,1240976000.0,7912550000.0,159155000.0,,26281000.0,,456341000.0,7270773000.0,6133755000.0,1137018000.0,2023-09-30
221260.0,410598740.0,410820000.0,65312000.0,6677181000.0,8028536000.0,4692328000.0,6677181000.0,65312000.0,8028536000.0,8028536000.0,8371358000.0,342822000.0,8028536000.0,7617937000.0,410599000.0,410599000.0,1082398000.0,80595000.0,44586000.0,44586000.0,,36009000.0,1001803000.0,169742000.0,20726000.0,20726000.0,0.0,1885000.0,294704000.0,294704000.0,9453756000.0,3759625000.0,,77120000.0,1234108000.0,1234108000.0,45000.0,1351355000.0,537141000.0,814214000.0,985709000.0,985709000.0,985709000.0,5694131000.0,84823000.0,0.0,5563000.0,,326484000.0,5277261000.0,4607884000.0,669377000.0,2023-03-31
