Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
504089.0,288187916.0,288692005.0,97448100000.0,114029500000.0,483638200000.0,705258700000.0,-37624900000.0,483638200000.0,11045600000.0,602274800000.0,655352600000.0,602834200000.0,559400000.0,602274800000.0,599387900000.0,,,,2886900000.0,2886900000.0,405185900000.0,136126300000.0,35300000.0,,,,,64477800000.0,62498900000.0,9421100000.0,53077800000.0,6705700000.0,269059600000.0,57066800000.0,51530600000.0,1624500000.0,49906100000.0,2575000000.0,104618000000.0,,,19834700000.0,84783300000.0,1008020100000.0,776585400000.0,32642300000.0,,49000000.0,,32524400000.0,32524400000.0,,9689400000.0,118636600000.0,55181700000.0,63454900000.0,578251300000.0,,578251300000.0,67827700000.0,510423600000.0,,,,,231434700000.0,19482300000.0,,,,83297400000.0,,,,,89100000.0,700000.0,42781600000.0,,,85783600000.0,80247800000.0,5535800000.0,,2024-03-31
525616.0,288160729.0,288686345.0,101331800000.0,114594700000.0,442723900000.0,664658100000.0,-41438900000.0,442723900000.0,11405200000.0,561468600000.0,613124400000.0,562038300000.0,569700000.0,561468600000.0,558581700000.0,,,,2886900000.0,2886900000.0,377875300000.0,134042100000.0,37100000.0,,,,,62892500000.0,61513800000.0,9858000000.0,51655800000.0,6520300000.0,243833200000.0,46628800000.0,53080900000.0,1547200000.0,51533700000.0,2232700000.0,90647500000.0,,,15898500000.0,74749000000.0,939913600000.0,737519300000.0,35350100000.0,,58300000.0,,28194500000.0,28194500000.0,,9064800000.0,118744700000.0,55343100000.0,63401600000.0,541994900000.0,,541994900000.0,53060900000.0,488934000000.0,,,,,202394300000.0,21543100000.0,,,,76456000000.0,,,,,81700000.0,700000.0,38796000000.0,,,65516800000.0,63659100000.0,1857700000.0,,2023-09-30
420491.0,288265854.0,288686345.0,95304100000.0,110577400000.0,476298400000.0,642253200000.0,-27069100000.0,476298400000.0,11569600000.0,543245400000.0,596809500000.0,543801700000.0,556300000.0,543245400000.0,801800000.0,2568600000.0,90463000000.0,55219400000.0,2886900000.0,2886900000.0,370067900000.0,135750000000.0,1100000.0,0.0,0.0,2731000000.0,36700000.0,62601100000.0,63670600000.0,10106500000.0,53564100000.0,6242100000.0,234317900000.0,47929500000.0,46906800000.0,1463100000.0,45443700000.0,2044300000.0,90521400000.0,4623600000.0,140600000.0,13664200000.0,72093000000.0,913869600000.0,706620800000.0,32654900000.0,34808100000.0,65600000.0,4424300000.0,5851900000.0,8500000.0,5843400000.0,8760100000.0,66947000000.0,3654400000.0,63292600000.0,569246900000.0,-170012900000.0,739259800000.0,40349100000.0,476706400000.0,479711800000.0,62874400000.0,97172600000.0,59151900000.0,207248800000.0,18182800000.0,321800000.0,1764400000.0,19456400000.0,66118300000.0,381000000.0,6714600000.0,13303900000.0,45718800000.0,10619300000.0,700000.0,38670200000.0,-987000000.0,39657200000.0,70297700000.0,66594000000.0,3703700000.0,3703700000.0,2023-03-31
